index,language,difficulty,success,cleanliness_score,comment_ratio,long_line_ratio,avg_line_length,indent_entropy,identifier_style_mix,title
946,python,hard,1,84.27,0.0656,0.0,32.97,2.045,3,"Test case for ""hm"""
947,shell,medium,1,88.74,0.2857,0.0,33.14,1.557,3,**Programming Problem: Monitor Position Finder**
948,shell,hard,0,80.98,0.175,0.0,31.3,2.276,4,**Problem: Intcode Computer**
949,shell,hard,1,85.25,0.1633,0.0204,36.96,1.594,3,Test Case 1: Generate PEM account (no password)
950,shell,hard,0,87.31,0.3043,0.0,49.61,1.214,3,**Problem: Calculate Memory Fragmentation**
951,python,hard,0,85.95,0.1481,0.0,38.89,1.514,4,**Programming Problem: Board State Mediator**
952,shell,medium,1,84.68,0.2105,0.0,32.42,1.557,3,Example 1
953,shell,hard,0,84.16,0.2826,0.0,32.83,2.0,4,Basic Python cache cleaning
954,shell,hard,0,84.39,0.1842,0.0,27.21,2.057,3,Test case 1: debian 10 x86_64
955,shell,medium,1,88.76,0.2692,0.0,33.81,1.403,3,Test case: already_on_master
956,shell,easy,1,83.94,0.3182,0.0,38.32,2.152,3,**Problem: Find Complementary DNA Sequences**
957,shell,hard,0,89.19,0.2727,0.0,32.91,1.381,3,**Problem: Javadoc Generator Shell Function**
958,shell,hard,1,88.95,0.2857,0.0,31.43,1.531,3,**Problem: File Type Classifier**
959,shell,hard,0,88.67,0.2174,0.0,33.87,1.913,3,Write a shell script function called `describe_kafka_topic` that retrieves and displays information about a Kafka topic or returns an error if the topic doesn't exist.
960,shell,easy,0,86.15,0.3636,0.0,41.14,1.177,4,Test case 1: Normal memory situation (should not drop caches)
961,shell,hard,0,90.01,0.2069,0.0,26.47,1.754,3,Test Case 1: Valid parameters
962,shell,easy,1,87.55,0.1522,0.0,32.93,1.816,3,"Expected output: cmake ""/src"" -DCMAKE_CXX_COMPILER=g++-6 -DCMAKE_C_COMPILER=gcc-6 -DPROMETHEUS_CPP_INCLUDE=""/prom/usr/local/include"" -DPROMETHEUS_CPP_LIB=""/prom/usr/local/lib/x86_64-linux-gnu/libprometheus-cpp.a"" -DPROTOBUF_INCLUDE_DIRS=""/proto/include/"" -DPROTOBUF_LIBRARIES=""/proto/lib/libprotobuf.so"""
963,shell,hard,0,89.88,0.2581,0.0,36.1,1.721,3,Ionic 1 project
964,shell,hard,0,88.07,0.2903,0.0,41.48,1.575,3,Test 1: Verify cleanup message
965,shell,easy,1,91.17,0.375,0.0,45.29,1.241,3,Test Case 1
966,shell,easy,1,83.6,0.1404,0.0,32.16,1.862,3,Test Case 1: Stop instances in stack1-us-east1
967,shell,easy,1,88.75,0.2424,0.0,31.0,1.462,3,**Problem: Detect Overlapping Genomic Regions**
968,shell,hard,0,89.03,0.3077,0.0,41.92,0.89,3,**Problem: Calculate Video Bitrate**
969,shell,medium,1,89.64,0.3077,0.0,34.08,1.39,3,Test Case 1: Setup Java 8
970,shell,hard,0,90.12,0.4286,0.0,42.07,0.985,3,**Problem: Counting Pattern Matches in Sequencing Reads**
971,shell,easy,1,84.98,0.0896,0.0,34.73,1.373,3,Test CA certificate generation
972,shell,easy,1,75.59,0.2041,0.102,41.49,1.286,4,Test Case 1: All settings secure
973,shell,hard,0,81.61,0.2414,0.0345,29.97,2.123,3,"Output: ""hisat2 -p 8 -x reference.fa -1 sample1_1 -2 sample1_2 | samtools sort -@8 -o output.bam"""
974,shell,medium,1,84.14,0.1923,0.0,34.15,2.329,3,Test TODO comments
975,shell,hard,0,85.82,0.2105,0.0263,36.55,1.19,3,Requirements:
976,shell,easy,1,89.87,0.2632,0.0,30.11,1.568,3,**Shell Script Problem: Guess Feedback Function**
977,shell,medium,1,87.29,0.1364,0.0,25.36,1.929,3,Output: psql -h localhost -p 5432 -U admin -d mydb
978,shell,hard,0,75.7,0.1842,0.1316,43.74,1.361,3,Master node check
979,shell,hard,0,82.14,0.1212,0.0,31.12,1.948,4,Test case 1: Build for iOS
980,shell,hard,1,85.25,0.1765,0.0,34.88,1.58,3,**Problem: Package Manager Build Script**
981,shell,easy,1,78.99,0.1818,0.0455,34.23,1.747,3,Test case 1: Matching OUI
982,shell,easy,1,85.66,0.1905,0.0,35.38,1.545,3,Requirements:
983,shell,hard,0,76.63,0.2188,0.0625,38.62,1.936,3,Test Case 1
984,shell,hard,0,91.92,0.4737,0.0,36.95,1.471,3,**Parallel Computation Problem**
985,shell,hard,0,84.39,0.1053,0.0,31.82,1.331,3,Test 1: Default setup
986,shell,medium,1,90.59,0.2903,0.0,39.58,1.26,3,Test case 1: Valid version
987,shell,hard,1,88.51,0.2667,0.0,33.93,2.079,3,Test Case 1
988,shell,hard,0,80.53,0.2857,0.0476,48.52,1.461,4,Requirements:
989,shell,medium,1,86.75,0.2444,0.0,37.02,1.362,3,"Output: ""Initialized org: org1 with CA: rca.org1.example.com and MSP: org1MSP"""
990,shell,easy,1,80.27,0.1373,0.0,29.67,2.086,4,**Problem: Audio Profile Manager**
991,shell,hard,1,82.64,0.1509,0.0,26.32,2.209,3,Input Format
992,shell,hard,1,90.01,0.225,0.0,28.95,1.522,3,Test case 1: Empty parameters
993,shell,hard,1,87.8,0.2766,0.0,36.62,1.25,3,Test Case 1: Normal operation
994,shell,medium,1,87.54,0.2759,0.0,31.31,1.285,3,Single vote example
995,shell,hard,0,91.96,0.2727,0.0,29.3,1.349,3,**Redis Cluster Configuration Generator**
996,shell,medium,1,88.61,0.3684,0.0,37.16,1.462,3,Example 1
997,shell,hard,0,86.78,0.0909,0.0,32.41,1.513,3,"Test case for ""arm"""
998,shell,medium,1,89.66,0.1026,0.0,46.36,1.279,3,**Problem: Authentication Protocol Agreement Calculator**
999,shell,medium,1,89.46,0.3158,0.0,33.16,1.568,3,**Problem: Version Comparison and Update**
1000,shell,hard,0,83.67,0.2353,0.0,34.35,1.379,3,**Problem: Simulating Level Progression in a Game**
1001,shell,hard,0,90.61,0.3846,0.0,33.46,1.46,3,**Problem: Git Version String Parser**
1002,shell,hard,0,82.75,0.2593,0.037,37.89,1.38,4,Successful operation
1003,shell,medium,1,84.33,0.2424,0.0,37.3,1.765,4,**Problem: PostgreSQL Parameter Validation**
1004,shell,hard,0,89.02,0.3,0.0,40.25,1.406,4,Test Case 1: Single BAM file
1005,shell,easy,1,83.36,0.2917,0.0417,39.0,1.384,3,Write a shell script function called `extract_features` that processes machine learning model parameters. The function should take the following parameters in order:
1006,shell,hard,0,90.66,0.2093,0.0,36.35,0.854,3,**Shell Script Problem: Hyperledger Fabric Channel Operations**
1007,shell,hard,0,90.27,0.3913,0.0,33.61,1.326,3,**Problem: Generate Maven Command Based on Parameters**
1008,shell,medium,1,84.06,0.3333,0.0,45.71,1.326,4,Test case 1: Valid but unsupported video file
1009,shell,medium,1,92.65,0.375,0.0,26.88,1.477,3,**Problem: Detect Cinema 4D Version from Flags**
1010,shell,medium,1,69.48,0.1311,0.0656,46.11,2.427,3,Requirements:
1011,shell,hard,0,88.9,0.1875,0.0,45.41,1.477,3,Test Case 1: Basic creation
1012,shell,easy,1,79.86,0.1875,0.0,26.62,1.805,3,Test Case 1: All variables present
1013,shell,hard,0,93.09,0.1111,0.0,27.42,0.567,3,Input/Output Format
1014,shell,medium,1,90.03,0.3,0.0,41.8,1.091,3,Create temporary directory
1015,shell,hard,0,91.03,0.5652,0.0,37.91,0.988,3,Expected output:
1016,shell,medium,1,86.54,0.1176,0.0,39.15,1.894,3,Language Specification: Implement your solution in a shell script as a function named `get_pi_kernel_config`. Your solution must pass all the provided test cases.
1017,shell,hard,0,81.49,0.2941,0.0,33.59,2.095,4,Requirements:
1018,shell,medium,1,89.89,0.2857,0.0,35.39,1.414,3,Test Case 1: Valid inputs
1019,shell,hard,0,80.53,0.1045,0.0299,31.6,2.114,3,Test Case 1: Single profile with one unencrypted instance
1020,shell,hard,0,81.77,0.1974,0.0263,41.36,1.577,3,Input Format
1021,shell,hard,1,86.01,0.3214,0.0,35.5,1.531,3,Test Case 1: Simple water molecule
1022,shell,medium,1,82.59,0.4118,0.0588,33.29,1.221,3,Create test files
1023,shell,hard,0,83.1,0.1458,0.0,28.79,2.22,3,**Shell Script Problem: Host Operation Processor**
1024,shell,hard,0,87.22,0.1667,0.0,28.83,1.49,3,Create test environment
1025,shell,medium,1,87.55,0.2143,0.0,25.48,1.369,3,Valid case
1026,shell,medium,1,83.16,0.1818,0.0,26.23,1.908,3,**Problem: PHP Extension Compatibility Checker**
1027,shell,easy,1,96.18,0.2727,0.0,27.07,0.987,3,Full cleanup sequence
1028,shell,hard,1,88.42,0.2063,0.0159,31.63,1.555,3,Sample output from clean_console_groups
1029,shell,medium,1,85.77,0.2083,0.0,31.42,1.5,3,Create test files
1030,shell,medium,1,87.18,0.2333,0.0,31.6,1.958,3,Test Ubuntu case
1031,shell,hard,0,86.67,0.1538,0.0,30.73,1.917,3,**Problem: Calculate Grid Window Positions**
1032,shell,hard,0,85.18,0.125,0.0,31.23,1.98,3,Output: MODIFY
1033,shell,hard,0,84.63,0.25,0.0417,32.5,1.397,3,**Problem: Model Checker Simulation**
1034,shell,hard,0,86.8,0.16,0.0,28.0,1.922,3,**Problem: Find Security Groups Containing an IP Address**
1035,shell,hard,0,88.25,0.3636,0.0,31.5,1.435,3,**Shell Script Problem: Calculate Weighted Average**
1036,shell,hard,0,94.04,0.4375,0.0,27.06,1.366,3,Requirements:
1037,shell,hard,0,84.59,0.2,0.0,32.31,1.404,3,**Problem: Harmony Node Status Checker**
1038,shell,hard,0,86.94,0.3478,0.0435,35.61,1.265,3,**Database User Creation Script**
1039,shell,medium,1,75.25,0.2258,0.0968,41.81,1.157,3,Test Case 1: Basic container setup
1040,shell,medium,1,86.32,0.2778,0.0,27.72,1.43,3,Test 1: Simple matching output
1041,shell,hard,0,92.03,0.4286,0.0,34.14,1.432,3,**Git Version String Formatter**
1042,shell,hard,0,85.31,0.3,0.0,34.77,2.119,3,Output:
1043,shell,hard,0,85.03,0.4211,0.0526,53.79,0.831,3,Test Case 1: Standard deployment
1044,shell,hard,1,83.21,0.1818,0.0,25.68,2.215,3,**Programming Problem: Threshold Mask Filter**
1045,shell,hard,0,82.59,0.175,0.025,38.27,1.486,4,**Shell Script Testing Framework**
1046,shell,hard,0,84.86,0.1778,0.0,24.91,2.028,3,Test case 1: Normal sync with timeout (expected exit code 125)
1047,shell,hard,1,84.76,0.325,0.0,33.65,1.918,3,Robot Movement Simulation
1048,shell,medium,0,88.92,0.4138,0.0,30.76,1.871,3,Test case 1: amd64 with various tags (should pass)
1049,shell,hard,0,86.81,0.1667,0.0,23.0,1.929,3,Test 1: Valid VP8 encoding
1050,shell,hard,0,80.44,0.0732,0.0,32.29,2.11,3,Test Case 1: Build operation
1051,shell,easy,1,84.38,0.5294,0.0588,47.12,0.998,3,Example test case
1052,shell,hard,0,92.42,0.2667,0.0,50.8,0.922,3,Write a shell script function called `calculate_nmf_resources` that calculates and recommends Spark cluster resource configurations for Non-Negative Matrix Factorization (NMF) operations based on matrix dimensions and rank.
1053,shell,hard,1,88.31,0.3333,0.0,31.85,1.436,3,Test case 1: valid repository
1054,shell,medium,1,78.97,0.2222,0.0185,39.89,1.798,4,Test 1: Adding a new Yakuake session
1055,shell,hard,0,86.3,0.28,0.0,35.8,1.427,4,Valid inputs
1056,shell,hard,1,93.5,0.3333,0.0,32.97,1.53,3,**Shell Script Testing Framework**
1057,shell,easy,1,88.6,0.2353,0.0,38.29,1.865,3,Output: ?       unversioned_file.txt
1058,shell,easy,1,83.99,0.25,0.0,27.89,1.812,4,Valid case (should return success)
1059,shell,hard,0,87.88,0.2121,0.0,28.76,1.495,3,Example 1: List available versions
1060,shell,hard,0,83.54,0.1333,0.0,31.6,1.485,3,Test Case 1: Basic build
1061,shell,medium,1,84.89,0.1622,0.0,30.3,2.099,3,Test 1: Start LDF server
1062,shell,hard,0,90.2,0.2941,0.0294,32.82,1.012,3,**Shell Scripting: Population Genetics Simulation Command Generator**
1063,shell,hard,1,88.47,0.3214,0.0,38.71,1.445,3,Test process_window_title
1064,shell,medium,1,82.62,0.2857,0.0,38.74,2.42,3,Input Format:
1065,shell,hard,1,84.17,0.1525,0.0169,30.25,1.983,3,**Shell Script Problem: Deployment and Endpoint Availability Checker**
1066,shell,hard,1,92.1,0.375,0.0,34.5,1.546,3,Directory structure contains:
1067,shell,medium,1,78.49,0.2353,0.0588,34.53,2.095,3,Requirements:
1068,shell,hard,0,87.5,0.3333,0.0,33.04,1.311,3,Test case 1: project_servicegroup.example_123
1069,shell,easy,1,86.41,0.1538,0.0,24.04,1.95,3,**Shell Script Problem: Implementing a Tail Function**
1070,shell,hard,0,85.63,0.1667,0.0,38.97,1.746,3,**Git Branch Management Script**
1071,shell,hard,0,87.18,0.3684,0.0,43.11,1.324,3,Test case 1: 'main branch'
1072,shell,medium,1,92.56,0.3333,0.0,29.24,1.534,3,Test case 1: Simple substitution (always applies)
1073,shell,hard,0,91.0,0.5,0.0,36.25,1.325,3,Assume the following directory structure:
1074,shell,hard,0,81.13,0.093,0.0233,31.4,1.893,3,"Expected output: ""neat/no-mult/connection/he/listen-sctptcp/default_he_delay/memory/startconnection/memory_all_application/server"""
1075,shell,easy,1,92.85,0.3636,0.0,23.73,1.803,3,Create test files
1076,shell,hard,0,88.73,0.3333,0.0,31.48,1.519,3,Test case 1: Simple case with 3 IDs
1077,shell,hard,0,78.71,0.1522,0.0652,53.5,1.084,4,**Programming Problem: Amateur Radio Callsign Lookup**
1078,shell,hard,0,92.03,0.4286,0.0,35.29,1.432,3,**Problem: Git Version String Formatter**
1079,shell,easy,1,86.59,0.2041,0.0,31.45,2.077,3,Test 1: Checking installation status (should fail)
1080,shell,medium,1,89.09,0.2414,0.0,33.52,1.453,3,**Problem: Version Control System Build Script**
1081,shell,medium,0,90.24,0.2424,0.0,36.52,1.71,3,Test 1: Export operation (default user)
1082,shell,easy,1,89.74,0.2857,0.0,45.0,1.432,3,Create temporary test files
1083,shell,easy,1,85.18,0.1852,0.0,30.67,1.953,3,Create test directories and files
1084,shell,hard,1,89.86,0.2069,0.0,32.14,1.515,3,Example 1: Valid transport node ID
1085,shell,hard,0,85.52,0.1429,0.0,25.79,1.935,3,**Weather Information Lookup**
1086,shell,hard,0,84.26,0.3462,0.0385,40.35,1.335,3,Example 1: Basic branch selection
1087,shell,hard,0,83.38,0.4,0.05,42.4,1.861,3,Requirements:
1088,shell,hard,0,89.31,0.2143,0.0,37.29,1.472,3,Test case 1: v1.0 to v1.1
1089,shell,hard,0,86.08,0.2857,0.0,41.64,1.432,3,**Problem: Git Repository URL Converter**
1090,shell,hard,1,90.21,0.2188,0.0,36.41,1.392,3,**Problem: Docker Build Simulator**
1091,shell,medium,1,85.59,0.2353,0.0,43.74,1.882,3,Test Case 1
1092,shell,medium,1,87.58,0.2222,0.0,33.04,1.249,3,**Shell Scripting Problem: Simulate AUR Package Installation**
1093,shell,medium,0,93.4,0.3077,0.0,30.23,1.46,3,**Problem: Count Repository Committers**
1094,shell,easy,0,85.3,0.2424,0.0,33.3,1.894,3,**File Copy Simulation**
1095,shell,hard,0,94.93,0.381,0.0,35.14,0.863,3,Output: Executing: 'ls' '-l' '--sort=size' '-a'
1096,shell,medium,1,89.32,0.4,0.0,30.07,1.429,3,**Problem: Git Version String Parser**
1097,shell,medium,1,92.22,0.4667,0.0,34.93,1.506,3,Example 1
1098,shell,hard,1,85.23,0.1562,0.0,29.88,1.642,3,"Output: ""Incoming Size: 1.2 KB, Outgoing Size: 640.0 B"""
1099,shell,hard,0,86.89,0.2286,0.0,31.26,1.365,3,Test Case 1: Valid file pair
1100,shell,hard,0,88.49,0.2632,0.0,29.21,1.557,3,**Shell Script Testing Function**
1101,shell,hard,1,88.12,0.2381,0.0,33.38,1.357,3,When Git repo has tag v1.2.3 and commit abc1234
1102,shell,hard,0,86.92,0.1786,0.0,35.18,1.516,4,**Problem: Automated Pull Request Handling**
1103,shell,hard,0,91.1,0.4762,0.0,47.05,0.863,3,**Shell Script Performance Calculator**
1104,shell,hard,0,87.76,0.2308,0.0,28.46,1.974,3,Requirements
1105,shell,hard,0,84.99,0.08,0.0,30.98,1.785,3,Test case for gcc-9.3
1106,shell,hard,0,91.55,0.2143,0.0,33.86,1.027,3,Test Case 1: Basic build
1107,shell,hard,0,83.72,0.2857,0.0,33.57,1.727,3,Tag exists
1108,shell,hard,0,87.94,0.3214,0.0,29.39,1.746,3,Test case 1: Files exist - no build should occur
1109,shell,hard,1,87.49,0.2174,0.0,28.91,1.826,3,Create test files
1110,shell,hard,0,86.14,0.3158,0.0,33.16,1.638,3,output.txt should contain:
1111,shell,hard,1,88.44,0.1875,0.0,26.96,1.685,3,Requirements:
1112,shell,hard,1,89.45,0.2286,0.0,36.11,1.424,3,Test Case 1: Debug build
1113,shell,medium,1,85.26,0.3,0.0,33.35,2.126,3,Create temporary test files
1114,shell,medium,1,84.37,0.1786,0.0,32.64,1.835,3,Create test directories and files
1115,shell,medium,1,84.72,0.2174,0.0,28.04,2.407,3,**Problem: Matrix Transposition in Shell Script**
1116,shell,hard,1,89.99,0.4138,0.0,31.69,1.487,4,Test basic file creation
1117,shell,easy,1,84.85,0.0889,0.0,31.24,1.541,3,**Shell Script Function: Project Management Command Handler**
1118,shell,medium,0,83.97,0.2857,0.0,32.52,1.995,3,**Shell Script Problem: PDF File Finder**
1119,shell,hard,0,78.12,0.115,0.0177,34.07,2.267,4,Test Case 1: Stop existing instance
1120,shell,hard,1,88.7,0.2,0.0,28.37,1.889,3,Language Specification: Implement your solution in a shell script as a function named `perform_backup`. Your solution must pass all the provided test cases.
1121,shell,hard,0,84.83,0.2143,0.0,37.11,1.632,3,**Shell Scripting Problem: Mock OpenStack Entity Deletion**
1122,shell,hard,1,89.55,0.2545,0.0,43.44,1.476,3,Requirements:
1123,shell,hard,0,89.32,0.2273,0.0,30.91,1.564,3,Single BAM file with output
1124,shell,easy,1,87.69,0.2083,0.0,30.62,1.971,3,Example 1: Check for 'ls' (should return 'ls' if found)
1125,shell,hard,0,86.08,0.1333,0.0,30.4,1.783,3,Test case 1: Successful compilation
1126,shell,medium,1,86.4,0.3529,0.0,34.59,1.333,3,**Shell Script Problem: Command Sanitization**
1127,shell,hard,0,91.99,0.2963,0.0,39.0,1.38,3,Test case 1: Building a shared library
1128,shell,hard,1,84.48,0.1,0.0,26.43,1.899,3,**Problem: Convert Geocaching Codes to Numeric IDs**
1129,shell,easy,1,88.0,0.2692,0.0,25.5,1.498,3,Requirements:
1130,shell,hard,0,88.51,0.24,0.0,28.92,1.569,3,Create test directories and files
1131,shell,medium,1,86.04,0.1613,0.0,34.48,1.476,4,Test case 1: Basic certificate generation
1132,shell,hard,1,83.02,0.2857,0.0,35.86,1.565,4,Create a temporary file for testing
1133,csharp,easy,1,88.45,0.2126,0.0079,32.78,1.714,3,Customer Management System Implementation in C#
1134,shell,hard,0,89.77,0.3462,0.0,29.15,1.481,4,Default 12-character password with all chars
1135,csharp,medium,1,83.43,0.2254,0.0,34.68,2.389,3,Sand Clock Pattern Generator (C# Version)
1136,csharp,easy,1,79.69,0.1,0.0,28.3,2.207,2,Ugly Numbers Generator
1137,csharp,easy,0,78.36,0.0455,0.0,38.63,2.039,4,HTTP Request Parser Implementation in C#
1138,csharp,medium,1,81.35,0.1529,0.0118,36.28,1.947,4,User Authentication System
1139,csharp,hard,1,83.33,0.1918,0.0137,33.86,2.256,3,MV Data Processing System
1140,csharp,hard,0,82.25,0.1948,0.013,39.01,1.922,4,User Information Validation System (C# Version)
1141,csharp,hard,0,82.23,0.0149,0.0,24.1,2.243,3,Thread-Safe Singleton Person Class Implementation in C#
1142,csharp,medium,1,86.5,0.1452,0.0,36.81,1.861,3,Dynamic View Composition System (C# Implementation)
1143,csharp,medium,1,81.67,0.264,0.032,39.63,2.279,3,Internationalization Utility Class Implementation in C#
1144,csharp,hard,0,82.33,0.1753,0.0412,35.67,1.663,3,Elastic Load Balancer (ELB) Configuration System (C# Implementation)
1145,csharp,medium,0,82.27,0.0,0.0,24.29,2.156,3,Concurrent Port Communication System in C#
1146,csharp,easy,1,85.05,0.2533,0.0133,42.35,1.775,4,Cryptocurrency Balance Simulator (C# Implementation)
1147,csharp,medium,1,82.87,0.1511,0.0072,31.29,2.05,4,String and Path Manipulation Utilities in C#
1148,csharp,medium,1,77.5,0.1081,0.027,34.25,2.183,4,Pathfinding in a Grid (C# Implementation)
1149,csharp,easy,1,88.63,0.2381,0.0,28.75,1.842,2,Binary Tree Analysis (C# Implementation)
1150,csharp,hard,1,88.94,0.1765,0.0,24.6,1.741,2,Animal Hierarchy Polymorphism Problem in C#
1151,csharp,medium,1,77.34,0.0417,0.0139,37.08,2.574,3,Problem: Maximal Rectangle Analysis in Binary Matrix
1152,csharp,hard,0,74.66,0.1463,0.0122,40.45,2.604,4,CSV Data Analysis Problem in C#
1153,csharp,hard,1,79.21,0.1489,0.0,38.23,2.025,4,XML Namespace Validation Problem in C#
1154,csharp,hard,1,91.5,0.2674,0.0116,31.92,1.271,3,Memory Leak Monitoring System in C#
1155,csharp,easy,1,84.06,0.2449,0.0204,42.9,2.249,3,String Pattern Extractor Problem (C# Version)
1156,csharp,medium,1,84.94,0.1018,0.0,32.54,1.945,3,Advanced Movement System for Game Characters in C#
1157,csharp,medium,0,76.01,0.0412,0.0,36.6,2.486,4,Pathfinding with Enhanced A* Algorithm in C#
1158,csharp,hard,0,80.99,0.1167,0.0333,42.67,1.819,3,"Implement a class in C# that evaluates the effectiveness of a document retrieval system by computing standard information retrieval metrics. The system should calculate precision, recall, F1 score, Mean Average Precision (MAP), and Normalized Discounted Cumulative Gain (NDCG) at a specified cutoff point."
1159,csharp,hard,1,91.45,0.2368,0.0,26.66,1.63,3,Menu Item Management System
1160,csharp,hard,1,75.69,0.0,0.0,26.09,2.567,4,Codec Management System
1161,csharp,medium,0,78.24,0.1765,0.0196,38.96,2.178,4,Error Response Generator Problem (C# Version)
1162,csharp,hard,1,88.71,0.2688,0.0,39.87,1.894,3,Naive Bayes Text Classifier Implementation in C#
1163,csharp,hard,1,81.86,0.1166,0.0,36.6,2.503,3,RPG Character Equipment System (C# Implementation)
1164,csharp,easy,1,89.56,0.3662,0.0,37.1,1.668,4,Localized Text Handler Implementation in C#
1165,csharp,hard,1,81.78,0.16,0.01,36.69,2.319,3,Oracle Tablespace Properties Validator
1166,csharp,hard,0,74.58,0.1667,0.0556,37.21,2.185,3,Android Activity Lifecycle Simulator (C# Version)
1167,csharp,easy,1,87.6,0.3273,0.0,29.82,2.002,2,Programming Problem: Number Sequence Generators (C# Implementation)
1168,csharp,easy,1,82.35,0.2031,0.0,35.86,2.559,3,Advanced Regular Expression Matching in C#
1169,csharp,hard,1,84.88,0.1364,0.0,29.73,1.974,3,Role Management System Implementation in C#
1170,csharp,hard,0,82.86,0.2534,0.0,33.38,2.217,3,Couchbase Connection Manager Implementation in C#
1171,csharp,hard,0,78.74,0.1397,0.0074,39.4,2.445,3,Game of Life Pattern Application
1172,csharp,hard,0,83.3,0.1667,0.0128,33.94,1.834,4,"Implement an enhanced authentication and authorization validator for a web application in C#. The system should validate user access requests through multiple security checks and return appropriate results including validation status, redirect paths, and messages."
1173,csharp,hard,0,79.03,0.024,0.0337,30.91,2.125,3,Game Strategy Analyzer Problem (C# Implementation)
1174,csharp,easy,1,82.95,0.1011,0.0,29.74,1.975,4,Advanced Date String Parser in C#
1175,csharp,hard,1,75.59,0.129,0.043,37.63,2.588,3,MRT Status Transition Validator (C# Implementation)
1176,csharp,easy,1,78.27,0.1949,0.0254,38.86,2.554,4,AES Encryption/Decryption Utility in C#
1177,csharp,medium,1,79.3,0.0078,0.0,32.39,2.091,4,Grid Object Loader System (C# Version)
1178,csharp,easy,1,81.26,0.0135,0.027,32.69,1.605,4,Enhanced Tour Reservation System (C# Implementation)
1179,csharp,hard,1,86.29,0.3023,0.0233,51.51,1.847,4,Date Analysis Utility (C# Version)
1180,csharp,hard,1,88.54,0.25,0.0,34.34,1.767,3,Programming Problem: Enhanced Strategy Parameters Calculator in C#
1181,csharp,hard,0,78.95,0.1084,0.012,28.89,2.514,3,Problem: Frequent Elements Analyzer
1182,csharp,hard,0,90.14,0.3247,0.0,34.7,1.785,3,"Create a C# class called `ProgramTerminator` that handles graceful program termination with detailed logging capabilities. The class should allow specifying an exit status code, a termination message, and additional context information that will be logged when the program terminates."
1183,csharp,easy,1,82.78,0.2727,0.013,32.05,2.031,3,Parallel Fibonacci Calculator with Memoization in C#
1184,csharp,hard,0,77.99,0.0779,0.0195,42.77,2.316,3,HBase Table Operations Simulator (C# Implementation)
1185,csharp,hard,1,86.49,0.2381,0.0,23.65,1.953,3,Resource Management System with Singleton Pattern (C# Implementation)
1186,csharp,hard,1,90.68,0.3,0.0182,33.43,1.499,3,Customer Management System in C#
1187,csharp,easy,1,89.05,0.2879,0.0152,33.86,1.633,3,Voice Channel Manager Implementation in C#
1188,csharp,hard,1,86.22,0.1068,0.0,28.52,1.986,3,User Authentication System (C# Implementation)
1189,csharp,easy,1,84.64,0.2796,0.043,37.22,1.831,3,File Path Management System (C# Implementation)
1190,csharp,easy,1,79.48,0.188,0.0226,29.23,2.074,4,Priority-Based Workflow Event Queue System in C#
1191,csharp,easy,1,77.72,0.1467,0.04,42.92,2.275,3,Game Board Statistics Analyzer (C# Implementation)
1192,csharp,medium,1,85.43,0.1754,0.0,32.86,1.842,2,Binary Search Tree Recovery Problem (C# Version)
1193,csharp,easy,1,83.72,0.2564,0.0128,34.56,2.069,4,IP Address Validator and Processor (C# Version)
1194,csharp,medium,1,86.36,0.25,0.0119,37.07,2.011,3,String Comparison from the End (C# Version)
1195,csharp,easy,1,82.44,0.0667,0.0167,32.38,1.42,3,Enhanced Exception Handling System in C#
1196,csharp,hard,1,81.16,0.0808,0.0202,32.88,2.063,3,Dijkstra's Shortest Path Algorithm Implementation in C#
1197,csharp,easy,1,88.0,0.3409,0.0,31.98,1.735,4,Command Line Argument Processor (C# Version)
1198,csharp,medium,0,95.25,0.3273,0.0,21.01,1.341,2,Animal Shelter Management System (C# Implementation)
1199,csharp,hard,1,90.56,0.3465,0.0,35.06,1.829,3,Doctor Management System in C#
1200,csharp,hard,0,85.73,0.1745,0.0134,34.32,1.636,3,User Management System in C#
1201,csharp,easy,1,82.17,0.1982,0.0,35.14,2.66,2,Edit Distance Calculator Problem (C# Version)
1202,csharp,easy,1,90.35,0.2759,0.0,35.47,1.625,3,Screen Navigation Manager Implementation in C#
1203,csharp,hard,0,85.92,0.3048,0.0,36.34,2.248,4,Enhanced Resource Manager Implementation in C#
1204,csharp,hard,1,82.01,0.1772,0.0253,35.97,2.236,3,Thread Execution with Timeout Handling in C#
1205,csharp,medium,1,83.24,0.2597,0.013,33.12,1.779,4,Cinema Ticket Pricing System (C# Implementation)
1206,csharp,medium,1,79.23,0.1765,0.0294,36.6,1.772,4,Job Queue Management System in C#
1207,csharp,medium,1,85.7,0.25,0.0208,38.23,1.871,3,News Feed Pagination and Filtering System (C# Version)
1208,csharp,easy,1,82.77,0.1587,0.0159,39.54,1.59,3,HTML Content Analyzer (C# Version)
1209,csharp,hard,1,78.13,0.1954,0.023,35.0,2.441,4,"Implement the PageRank algorithm in C# to calculate the importance of nodes in a directed graph. The PageRank algorithm is used by search engines to rank web pages in their search results, where pages are represented as nodes and hyperlinks as directed edges in a graph."
1210,csharp,hard,1,87.13,0.287,0.0278,35.39,1.784,3,Game Scoring System Implementation in C#
1211,csharp,easy,1,87.97,0.2143,0.0119,33.71,1.818,3,User Authentication and Permission Management System in C#
1212,csharp,medium,1,83.66,0.2143,0.0179,39.62,2.261,3,Number Validation Problem (C# Version)
