index,language,difficulty,success,control_flow_score,pattern_signal_count,dispatch_count,imperative_branch_count,title
719,javascript,medium,1,-2.8,0,0,7,Implement a Bug Tracker system in JavaScript that can manage software bugs. The system should be implemented as a class called `BugTracker` with the following functionality:
720,javascript,easy,1,-1.2,0,0,3,Write a JavaScript function `parseEstimoteTelemetryPacket` to parse the Telemetry data packet of an Estimote device.
721,javascript,hard,0,-1.2,0,0,3,Write a JavaScript function `compareSalaries` that compares the salary situations of two job options and returns which option has a higher net income and the difference between them.
722,javascript,hard,1,5.6,0,6,7,Implement a debugging utility function `debugUtil` with the following features:
723,javascript,hard,0,-1.4,0,1,7,Implement a PreferenceManager class in JavaScript that allows users to track their preferences for brands and articles. The class should support the following operations:
724,javascript,hard,0,-4.0,0,0,10,"Write a JavaScript function `processPayment` to handle payment transactions. The function needs to calculate change based on different payment methods and amounts, and validate the transaction's legitimacy."
725,javascript,hard,1,-4.8,0,0,12,Implement a Single State Update for Conway's Game of Life
726,javascript,medium,1,-2.8,0,0,7,Implement a Simple Application State Management Library
727,javascript,medium,1,-2.0,0,0,5,Implement a User class in JavaScript that validates user information and manages account activation. The class should meet the following requirements:
728,javascript,hard,0,1.6,0,2,3,Write a JavaScript function `calculateQuizResults` that calculates and returns the results of a quiz. The function should accept two parameters:
729,javascript,hard,1,7.2,0,6,3,Write a JavaScript function `stringProcessor` that performs different processing operations on an input string. The function must meet the following requirements:
730,javascript,hard,0,-3.6,0,0,9,Implement a scroll behavior handler function `handleScrollBehavior` that manages page scroll position and shows/hides elements based on conditions. The specific requirements are as follows:
731,javascript,hard,1,-1.2,0,0,3,Write a JavaScript function `sheepCounter` that takes a number as input and returns a string representing the counting process of sheep jumping over the fence.
732,javascript,hard,0,0.2,0,1,3,Implement an EmployeeManager class in JavaScript that manages employee records with the following functionality:
733,javascript,medium,1,-0.4,0,0,1,Implement a slideshow manager class named SliderManager to manage and navigate a collection of slides. The specific requirements are as follows:
734,javascript,hard,1,-4.4,0,0,11,Write a JavaScript function `validateProductFields` to validate whether each field of a product object meets the specified requirements. The function should accept a product object as a parameter and return an object containing the validation results.
735,javascript,hard,1,0.0,0,0,0,JavaScript User Invitation Management
736,javascript,easy,1,3.2,0,4,6,"Write a JavaScript function `evaluateLogicalExpression` that performs the corresponding logical operation based on the given logical operator and operands, and returns the result. The function needs to handle the following cases:"
737,javascript,hard,0,-1.4,0,1,7,Implement a LinkManager class to manage performance links for comedians. The class should support the following operations:
738,javascript,easy,1,0.2,0,1,3,"Write a JavaScript function `generateDepositLink` that generates a payment link based on the provided user information. The function should accept three parameters: Twitter ID (string), currency code (string), and amount (number), and return a Promise object containing the payment link and status."
739,javascript,hard,0,-0.6,0,1,5,Implement an inventory management system in JavaScript that can handle shopping cart operations. The system should be able to:
740,javascript,hard,0,1.8,0,5,13,Implement a job application system in JavaScript that allows candidates to apply for jobs and withdraw applications. The system should handle various scenarios including authorization checks and error cases.
741,javascript,hard,0,-2.0,0,0,5,Implement a brand management system by writing a BrandManager class in JavaScript with the following functionalities:
742,javascript,hard,0,-5.2,0,0,13,"Write a JavaScript class `PackDataElements` to package financial transaction data into ISO 8583 format messages. The class should handle both fixed-length and variable-length data fields and generate a complete message containing the Message Type Identifier (MTI), binary bitmap, and data part."
743,javascript,hard,0,-3.0,0,1,11,"Implement a house management system, requiring the use of JavaScript to write a `HouseManager` class. This class must include the following functionalities:"
744,javascript,hard,1,6.2,0,5,2,JavaScript Task Manager Implementation
745,javascript,hard,0,-4.4,0,0,11,Implement a shopping cart manager class `ShoppingCartManager` that fulfills the following requirements:
746,javascript,easy,0,1.6,0,4,10,JavaScript Programming Problem: Implement the MealFinder Class
747,python,easy,1,-3.2,0,0,8,Expected output (values are approximate where necessary):
748,javascript,easy,1,-2.8,0,0,7,Write a JavaScript function `analyzeNEOApproaches` that receives an array of Near-Earth Object (NEO) approach data and returns an object containing various analysis results.
749,python,hard,1,-2.0,0,0,5,Test case 1: Basic removal
750,python,medium,1,-2.4,0,0,6,**Problem: Counting Triangles in an Undirected Graph**
751,python,hard,0,-1.4,0,1,7,**Job Information Extractor**
752,python,hard,0,-3.2,0,0,8,Test case 1
753,python,hard,0,-2.8,0,0,7,**Programming Problem: Response Recognition and Generation**
754,python,hard,0,-2.0,0,2,12,Test Case 1: User role
755,python,hard,0,-1.6,0,0,4,**Minimum Sum of Absolute Differences**
756,python,easy,1,-1.6,0,0,4,Create test books
757,python,hard,0,-3.4,0,1,12,Test case 1: Write and read a file
758,javascript,medium,1,0.6,0,1,2,Write a JavaScript function `simulateShellExecution` that simulates executing a shell script file and returns the command execution results.
759,javascript,hard,0,-3.0,0,1,11,Write a JavaScript function `processDataTypes` that takes an object as a parameter and returns a new object with the following requirements:
760,python,medium,1,0.8,0,2,5,**Problem: Minimum Flips to Separate Black and White Squares**
761,python,medium,0,-4.6,0,1,15,Test topic filtering
762,python,hard,1,-2.4,0,0,6,**Course Information Lookup**
763,python,hard,1,-4.8,0,0,12,**Resource Allocation Checker**
764,python,medium,1,-5.2,0,0,13,Test number guessing game
765,python,easy,1,-7.4,0,1,22,Test case 1: Basic append and prepend
766,python,easy,0,-0.6,0,1,5,Test case 1: European call option
767,python,hard,0,-1.2,0,0,3,**Programming Problem: Find the Largest Number in a String**
768,python,medium,0,7.2,0,6,3,**Problem: Implement a Time Class with Validation**
769,python,hard,0,-1.4,0,1,7,Test case 1
770,python,hard,0,-3.6,0,2,16,**Network Device Protocol and Vendor Detection**
771,python,easy,1,2.2,0,5,12,"Test Case 1: 1 producer, 1 consumer, 3 tasks"
772,python,hard,0,1.0,0,1,1,Test Case 1: Black image
773,python,hard,0,-3.0,0,1,11,**Problem: Relative URL Path Calculation**
774,python,hard,0,-2.2,0,1,9,Language Specification: Implement your solution in Python.
775,python,hard,1,-1.6,0,2,11,**Binary String Addition**
776,python,medium,1,-0.4,0,0,1,**Problem: Retrieve Forum Configuration Settings**
777,python,hard,0,-4.0,0,0,10,Test cases for host validation
778,python,hard,0,-5.8,0,1,18,**Holiday Checker for Curaçao**
779,python,hard,0,0.8,0,2,5,Example test case setup (do not include in your solution)
780,python,easy,1,0.4,0,2,6,Create the ancestral tree structure
781,python,hard,1,-1.4,0,1,7,Test Case 1
782,python,hard,0,-1.6,0,0,4,**GitHub Follower Scraper**
783,python,hard,0,-4.6,0,1,15,SHA-1 of empty string
784,python,medium,0,2.2,0,3,5,Python Programming Problem: AWS Elastic Beanstalk Application Manager
785,python,hard,0,-9.0,0,1,26,Generate sample data
786,python,easy,0,-3.8,0,1,13,Test case 1: Basic info logging
787,python,hard,0,-4.2,0,1,14,**Problem: Serial Port Data Monitoring**
788,python,hard,1,-2.6,0,1,10,Test Case 1
789,python,medium,1,0.4,0,2,6,**Problem: Network Address Processing**
790,python,hard,0,-1.0,0,1,6,"Test case 1: n=100, processes=2"
791,python,hard,1,-5.0,0,1,16,Test Case 1: Scalar inputs
792,python,hard,0,-0.6,0,1,5,Function Specification:
793,python,medium,1,-4.0,0,0,10,**Problem: Compute Attribute Closure**
794,python,hard,1,-2.0,0,0,5,Test case 1: N=4
795,python,hard,0,2.6,0,5,11,Test case 1: Simple file deployment
796,python,hard,0,-2.8,0,0,7,Input Format:
797,python,medium,0,0.6,0,3,9,Class Requirements:
798,python,hard,1,-0.2,0,1,4,**Problem: Safe Division Function**
799,python,hard,0,-1.2,0,0,3,Test Case
800,python,hard,0,-2.4,0,2,13,Test case 1: Write operation
801,python,hard,0,-0.8,0,4,16,Test case 1: Base error with string
802,python,hard,0,-0.4,0,0,1,Test Case
803,python,hard,0,-3.4,0,1,12,Test case 1: Simple lookup configuration
804,python,hard,0,-9.8,0,1,28,**Programming Problem: AGNES Clustering Algorithm**
805,python,easy,1,-2.4,0,0,6,Test case 1: Database is ready (initialized and no migrations needed)
806,python,hard,0,-0.0,0,2,7,Valid credentials
807,python,easy,1,1.2,0,2,4,**Python Programming Problem: Arithmetic Operations**
808,python,hard,0,0.2,0,1,3,**Problem: Format a Personalized Greeting**
809,python,medium,1,3.2,0,4,6,**Problem: Caesar Cipher Encryption and Decryption**
810,python,hard,0,0.2,0,1,3,Test case 1: Direct sequence input
811,python,medium,1,-1.8,0,1,8,Test case 1: Matching lists
812,python,hard,0,-16.0,0,0,40,Test case 1: Simple starting position
813,python,easy,1,-4.4,0,0,11,Test case 1: Basic calculation
814,python,hard,0,-2.4,0,0,6,**Programming Problem: Determine Task State Based on Grade**
815,python,hard,0,1.4,0,3,7,**Python Programming Problem: Report System Configuration**
816,python,easy,0,-3.6,0,0,9,**Problem: Maximizing Luck Balance**
817,python,hard,1,-0.2,0,1,4,**Python Programming Problem: System Tray Manager**
818,python,easy,1,2.4,0,2,1,Test case 1: Create a person and get their info
819,python,medium,0,-0.4,0,0,1,"Test case 1: Valid date (2018, 10, 25)"
820,python,hard,1,-2.0,0,0,5,**Problem: Analyzing Candy Crush Booster Effectiveness**
821,python,hard,1,-7.8,0,1,23,Test case 1: Adding an interval
822,python,hard,0,-0.6,0,3,12,Problem Description:
823,python,easy,1,-5.6,0,2,21,Test Case 1: Basic operations
824,python,hard,0,-6.4,0,2,23,Your implementation here
825,python,hard,0,-2.2,0,1,9,**Problem: Generate a Gray Code Sequence with a Twist**
826,python,hard,0,0.8,0,2,5,**Problem: COVID-19 Data Report Generator**
827,python,easy,1,-3.6,0,0,9,**Problem: Check Number Sign**
828,python,hard,1,-4.0,0,0,10,"Test case 1: Small RGB image with exact size (4,4)"
829,python,hard,0,-5.2,0,0,13,**Programming Problem: Person Age and Gender Classifier**
830,python,hard,0,-6.0,0,0,15,Requirements:
831,python,medium,0,-3.0,0,1,11,Test Case 1
832,python,hard,1,-1.0,0,1,6,**Problem: Parse SVN External Properties**
833,python,hard,0,-5.2,0,0,13,"Test case 1: ""a+b*c"""
834,python,hard,0,10.4,0,10,9,Requirements:
835,python,hard,0,0.8,0,2,5,Create a test CSV file
836,python,hard,1,-10.4,0,0,26,Requirements:
837,python,hard,0,-2.4,0,0,6,The returned dictionary should contain the following approximate values:
838,python,hard,1,-5.0,0,1,16,**String Similarity Calculator**
839,python,hard,0,-1.8,0,1,8,**SQL Operation Executor**
840,python,medium,1,-1.6,0,0,4,Input:
841,python,hard,0,3.6,0,6,12,Test case 1: Correct exception with matching message
842,python,hard,0,-1.0,0,1,6,Create a simple dataset for demonstration
843,python,hard,0,1.4,0,3,7,**Problem: Format and Validate IPv4 Addresses**
844,python,hard,0,-4.0,0,0,10,Test Case 1: Perfectly uniform distribution
845,python,hard,0,-4.0,0,0,10,Input:
846,python,easy,1,0.6,0,1,2,**Python Set Operations**
847,python,hard,1,-0.2,0,1,4,Test Case 1
848,python,hard,0,-1.2,0,2,10,"Test case 1: Basic roll ""2d6"""
849,python,hard,0,-0.6,0,1,5,**Python HTML Button Class Generator**
850,python,medium,1,-1.4,0,1,7,**Problem: Reverse Words in a List**
851,python,hard,1,-0.6,0,1,5,Test Case 1: Basic timer functionality
852,python,medium,1,0.6,0,1,2,Test case 1: Valid URL with Firefox browser
853,python,hard,0,-5.2,0,0,13,Test Case 1: Left bumper pressed
854,python,hard,0,-2.4,0,0,6,Input:
855,python,hard,0,-5.4,0,3,24,Problem Description
856,python,hard,0,-0.4,0,0,1,Test Case 1: Default parameters
857,python,easy,1,0.4,0,2,6,**Python Function: Bangazon Logout Message**
858,python,hard,0,-11.6,0,0,29,Test case 1: Basic movement
859,python,hard,0,-7.4,0,1,22,Class and Method Specifications:
860,python,hard,0,-2.4,0,0,6,Expected approximate values:
861,python,hard,0,-3.2,0,0,8,**Age Validation Problem**
862,python,easy,1,-1.2,0,0,3,**Problem: Check if a Number is Odd**
863,python,hard,1,-2.0,0,0,5,**XML Article Search and Formatting**
864,python,hard,1,-7.8,0,1,23,Test case 1: Simple matrix multiplication
865,python,medium,1,-2.4,0,0,6,**Problem: Minimum Road Reorientations**
866,python,hard,0,-2.2,0,3,16,**Python Variable Name Validator**
867,python,hard,0,0.2,0,3,10,Test case 1: Basic checkout
868,python,hard,0,-0.8,0,2,9,Test case 1: Simple tree with a valid path sum
869,python,hard,0,-1.2,0,2,10,Test Case 1: New database initialization
870,python,hard,0,-0.8,0,0,2,Functions to Implement:
871,python,medium,1,0.4,0,2,6,**Problem: LZW Compression Algorithm**
872,python,hard,0,5.0,0,5,5,Functions to Implement:
873,python,hard,0,4.0,0,6,11,Test case 1
874,python,hard,0,-7.4,0,1,22,**Problem: Parse Coupon Information from HTML**
875,python,hard,1,-4.0,0,0,10,Input:
876,python,easy,1,1.4,0,3,7,**Problem Description:**
877,python,hard,0,-2.0,0,0,5,**Problem: Classify Numbers as Even or Odd**
878,python,hard,1,-2.8,0,0,7,The result should be a dictionary with:
879,python,easy,0,-2.6,0,1,10,Input/Output Specifications:
880,python,hard,0,-3.6,0,0,9,Test Case 1
881,python,hard,0,5.6,0,6,7,Example 1
882,python,hard,0,-14.2,0,1,39,**Python Dictionary Method Demonstrator**
883,python,hard,0,1.4,0,1,0,Test case 1: Simple horizontal line
884,python,hard,1,-4.0,0,2,17,Returns:
885,python,easy,1,-0.2,0,1,4,Test case 1 with default arrow properties
886,python,hard,1,0.6,0,1,2,Test case 1: Base Program class
887,python,easy,1,-2.4,0,0,6,**Problem: Check if a Number is Even or Odd**
888,python,hard,1,-0.8,0,0,2,**Problem: Check if a Value is a Signed 32-bit Integer**
889,python,easy,1,1.2,0,2,4,**Problem: Check if the Second Last Digit is Seven**
890,python,hard,1,-0.2,0,1,4,Create sample DataFrames for testing
891,python,hard,0,-1.8,0,1,8,**Problem: Generate HTML Small Tags**
892,python,hard,0,-7.6,0,0,19,Function Specifications
893,python,hard,0,-3.4,0,1,12,Assume the directory structure and files are created as follows:
894,python,easy,1,-4.6,0,5,29,Test Case 1: Simple insertion
895,python,hard,0,-17.6,0,0,44,Sample training data
896,python,hard,1,-4.4,0,0,11,**Character Classification Functions**
897,python,hard,0,-3.6,0,0,9,**Programming Problem: Counting Valid Combinations**
898,python,hard,0,3.0,0,3,3,**HTML Element Extractor**
899,python,hard,0,1.0,0,3,8,**Problem: Global Alignment Score Calculation**
900,python,hard,1,-2.4,0,0,6,**Python Programming Problem: JSON Filename and Content Handling**
901,python,hard,1,-1.2,0,0,3,**Problem: Find the Poisoned Prisoner**
902,python,easy,1,-1.2,0,0,3,**Problem: Key Deletion Performance Measurement**
903,python,easy,1,-2.8,0,0,7,Test Case 1: Basic dealing
904,python,medium,1,-2.6,0,1,10,Test Case 1: Successful registration
905,python,hard,0,1.0,0,1,1,Test case 1: Basic summoner lookup
906,python,hard,1,-5.4,0,1,17,Test case 1: Straight path with no obstacles
907,python,hard,0,-2.6,0,1,10,Test Case 1: Search for 'Python'
908,python,easy,1,-5.2,0,0,13,**Python Programming Problem: Lecturer Management System**
909,python,hard,1,-1.2,0,0,3,Test Case 1
910,python,hard,1,0.2,0,1,3,**Problem Description:**
911,python,medium,1,0.6,0,1,2,Class Requirements:
912,python,hard,0,-6.4,0,0,16,**Python Programming Problem: Input Validation**
913,python,hard,0,-1.0,0,1,6,Test case with 2 features
914,python,hard,1,-2.4,0,0,6,**Programming Problem: Analyze the Last Digit of an Integer**
915,python,hard,0,-1.6,0,0,4,Test case 1: Simple linear range
916,python,easy,1,-1.0,0,1,6,Example 1
917,python,easy,1,-2.0,0,0,5,Test Case 1: Basic Sensor Data
918,python,hard,0,3.4,0,3,2,Test case 1: Standard POST with URL and JSON
919,python,hard,0,-2.6,0,1,10,**Problem: Urban Dictionary Word Definition Parser**
920,python,easy,0,-4.4,0,0,11,Example 1
921,python,hard,1,-0.8,0,0,2,**Problem: Name Analysis**
922,python,easy,0,-1.2,0,0,3,**Problem: Check Frame Availability**
923,python,hard,1,-1.6,0,0,4,**Problem: Check if a String is a Palindrome**
924,python,medium,1,-1.2,0,0,3,**Programming Problem: Generate Number Pattern**
925,python,medium,1,0.4,0,2,6,**Python Programming Problem: Email Verification System**
926,python,easy,1,-4.8,0,0,12,Test case 1: Simple 2x2 grid with two adjacent positions
927,python,hard,0,-2.0,0,0,5,Test Case 1: Basic bounding box conversion
928,python,easy,1,-0.6,0,1,5,Test Case 1
929,python,easy,1,3.0,0,3,3,Test case 1: Valid person creation
930,python,easy,1,-0.0,0,2,7,Test Case 1
931,python,medium,1,-1.8,0,1,8,**Problem: Maximize Minimum Sweetness**
932,python,hard,0,-1.6,0,0,4,**Python Programming Problem: User Authentication System**
933,python,hard,0,-2.4,0,2,13,Test case 1
934,python,hard,0,0.2,0,1,3,Create sample CSV files in memory for testing
935,python,hard,0,-0.6,0,1,5,Test case 1: Create a directory
936,python,hard,0,-4.0,0,0,10,**Python Programming Problem: Driver's License Status Checker**
937,python,hard,0,-2.4,0,0,6,Initialize mock client
938,python,medium,1,-0.2,0,1,4,**Problem: URL Constructor**
939,python,hard,0,4.0,0,4,4,**Problem: Sum of Even Fibonacci Numbers**
940,python,easy,1,-1.2,0,0,3,"Test case 1: Normal case (32, 40)"
941,python,hard,0,-1.4,0,1,7,**Programming Problem: Find Numbers with Specific Remainders**
942,python,medium,1,3.0,0,3,3,**Python Programming Problem: Attribute Management System**
943,python,easy,1,-5.0,0,1,16,Test case 1
944,shell,hard,1,-2.4,0,0,6,Output:
945,shell,easy,0,-0.2,0,1,4,Requirements:
946,python,hard,1,-3.2,0,0,8,"Test case for ""hm"""
947,shell,medium,1,1.0,0,1,1,**Programming Problem: Monitor Position Finder**
948,shell,hard,0,2.0,0,2,2,**Problem: Intcode Computer**
949,shell,hard,1,-4.8,0,0,12,Test Case 1: Generate PEM account (no password)
950,shell,hard,0,-0.4,0,0,1,**Problem: Calculate Memory Fragmentation**
951,python,hard,0,-3.6,0,0,9,**Programming Problem: Board State Mediator**
952,shell,medium,1,-0.8,0,0,2,Example 1
953,shell,hard,0,-3.6,0,0,9,Basic Python cache cleaning
954,shell,hard,0,-2.2,0,1,9,Test case 1: debian 10 x86_64
955,shell,medium,1,-1.0,0,1,6,Test case: already_on_master
956,shell,easy,1,-1.6,0,0,4,**Problem: Find Complementary DNA Sequences**
957,shell,hard,0,-0.2,0,1,4,**Problem: Javadoc Generator Shell Function**
958,shell,hard,1,1.4,0,1,0,**Problem: File Type Classifier**
959,shell,hard,0,1.4,0,1,0,Write a shell script function called `describe_kafka_topic` that retrieves and displays information about a Kafka topic or returns an error if the topic doesn't exist.
960,shell,easy,0,-2.4,0,0,6,Test case 1: Normal memory situation (should not drop caches)
961,shell,hard,0,2.6,0,3,4,Test Case 1: Valid parameters
962,shell,easy,1,1.0,0,1,1,"Expected output: cmake ""/src"" -DCMAKE_CXX_COMPILER=g++-6 -DCMAKE_C_COMPILER=gcc-6 -DPROMETHEUS_CPP_INCLUDE=""/prom/usr/local/include"" -DPROMETHEUS_CPP_LIB=""/prom/usr/local/lib/x86_64-linux-gnu/libprometheus-cpp.a"" -DPROTOBUF_INCLUDE_DIRS=""/proto/include/"" -DPROTOBUF_LIBRARIES=""/proto/lib/libprotobuf.so"""
963,shell,hard,0,-0.6,0,3,12,Ionic 1 project
964,shell,hard,0,-3.2,0,0,8,Test 1: Verify cleanup message
965,shell,easy,1,0.6,0,1,2,Test Case 1
966,shell,easy,1,1.8,0,3,6,Test Case 1: Stop instances in stack1-us-east1
967,shell,easy,1,-3.2,0,0,8,**Problem: Detect Overlapping Genomic Regions**
968,shell,hard,0,0.0,0,0,0,**Problem: Calculate Video Bitrate**
969,shell,medium,1,-0.8,0,0,2,Test Case 1: Setup Java 8
970,shell,hard,0,1.4,0,1,0,**Problem: Counting Pattern Matches in Sequencing Reads**
971,shell,easy,1,-3.6,0,0,9,Test CA certificate generation
972,shell,easy,1,-3.6,0,0,9,Test Case 1: All settings secure
973,shell,hard,0,0.2,0,1,3,"Output: ""hisat2 -p 8 -x reference.fa -1 sample1_1 -2 sample1_2 | samtools sort -@8 -o output.bam"""
974,shell,medium,1,0.8,0,2,5,Test TODO comments
975,shell,hard,0,-0.8,0,0,2,Requirements:
976,shell,easy,1,-3.2,0,0,8,**Shell Script Problem: Guess Feedback Function**
977,shell,medium,1,1.4,0,1,0,Output: psql -h localhost -p 5432 -U admin -d mydb
978,shell,hard,0,-0.4,0,0,1,Master node check
979,shell,hard,0,-0.2,0,1,4,Test case 1: Build for iOS
980,shell,hard,1,-2.4,0,0,6,**Problem: Package Manager Build Script**
981,shell,easy,1,-1.0,0,1,6,Test case 1: Matching OUI
982,shell,easy,1,1.6,0,2,3,Requirements:
983,shell,hard,0,0.2,0,1,3,Test Case 1
984,shell,hard,0,2.4,0,2,1,**Parallel Computation Problem**
985,shell,hard,0,-1.8,0,1,8,Test 1: Default setup
986,shell,medium,1,0.2,0,1,3,Test case 1: Valid version
987,shell,hard,1,-2.8,0,0,7,Test Case 1
988,shell,hard,0,1.6,0,2,3,Requirements:
989,shell,medium,1,3.0,0,3,3,"Output: ""Initialized org: org1 with CA: rca.org1.example.com and MSP: org1MSP"""
990,shell,easy,1,-1.4,0,1,7,**Problem: Audio Profile Manager**
991,shell,hard,1,-3.4,0,1,12,Input Format
992,shell,hard,1,-6.0,0,0,15,Test case 1: Empty parameters
993,shell,hard,1,-2.4,0,0,6,Test Case 1: Normal operation
994,shell,medium,1,2.4,0,2,1,Single vote example
995,shell,hard,0,-0.6,0,1,5,**Redis Cluster Configuration Generator**
996,shell,medium,1,2.4,0,2,1,Example 1
997,shell,hard,0,1.4,0,1,0,"Test case for ""arm"""
998,shell,medium,1,-0.2,0,1,4,**Problem: Authentication Protocol Agreement Calculator**
999,shell,medium,1,-1.6,0,0,4,**Problem: Version Comparison and Update**
1000,shell,hard,0,1.0,0,1,1,**Problem: Simulating Level Progression in a Game**
1001,shell,hard,0,2.4,0,2,1,**Problem: Git Version String Parser**
1002,shell,hard,0,-2.0,0,0,5,Successful operation
1003,shell,medium,1,0.6,0,1,2,**Problem: PostgreSQL Parameter Validation**
1004,shell,hard,0,0.6,0,1,2,Test Case 1: Single BAM file
1005,shell,easy,1,-1.6,0,0,4,Write a shell script function called `extract_features` that processes machine learning model parameters. The function should take the following parameters in order:
1006,shell,hard,0,-0.8,0,0,2,**Shell Script Problem: Hyperledger Fabric Channel Operations**
1007,shell,hard,0,-2.8,0,0,7,**Problem: Generate Maven Command Based on Parameters**
1008,shell,medium,1,-0.8,0,0,2,Test case 1: Valid but unsupported video file
1009,shell,medium,1,-2.4,0,0,6,**Problem: Detect Cinema 4D Version from Flags**
1010,shell,medium,1,2.6,0,3,4,Requirements:
1011,shell,hard,0,0.2,0,1,3,Test Case 1: Basic creation
1012,shell,easy,1,-2.0,0,0,5,Test Case 1: All variables present
1013,shell,hard,0,0.0,0,0,0,Input/Output Format
1014,shell,medium,1,-1.2,0,0,3,Create temporary directory
1015,shell,hard,0,1.4,0,1,0,Expected output:
1016,shell,medium,1,1.4,0,1,0,Language Specification: Implement your solution in a shell script as a function named `get_pi_kernel_config`. Your solution must pass all the provided test cases.
1017,shell,hard,0,-1.6,0,0,4,Requirements:
1018,shell,medium,1,-1.6,0,0,4,Test Case 1: Valid inputs
1019,shell,hard,0,1.8,0,3,6,Test Case 1: Single profile with one unencrypted instance
1020,shell,hard,0,-2.8,0,0,7,Input Format
1021,shell,hard,1,-0.4,0,0,1,Test Case 1: Simple water molecule
1022,shell,medium,1,-0.8,0,0,2,Create test files
1023,shell,hard,0,-0.6,0,1,5,**Shell Script Problem: Host Operation Processor**
1024,shell,hard,0,-1.6,0,0,4,Create test environment
1025,shell,medium,1,5.2,0,4,1,Valid case
1026,shell,medium,1,0.2,0,1,3,**Problem: PHP Extension Compatibility Checker**
1027,shell,easy,1,0.0,0,0,0,Full cleanup sequence
1028,shell,hard,1,-1.0,0,1,6,Sample output from clean_console_groups
1029,shell,medium,1,-1.2,0,0,3,Create test files
1030,shell,medium,1,0.2,0,1,3,Test Ubuntu case
1031,shell,hard,0,-2.0,0,0,5,**Problem: Calculate Grid Window Positions**
1032,shell,hard,0,-5.0,0,1,16,Output: MODIFY
1033,shell,hard,0,-2.0,0,0,5,**Problem: Model Checker Simulation**
1034,shell,hard,0,0.2,0,1,3,**Problem: Find Security Groups Containing an IP Address**
1035,shell,hard,0,1.6,0,2,3,**Shell Script Problem: Calculate Weighted Average**
1036,shell,hard,0,-0.4,0,0,1,Requirements:
1037,shell,hard,0,-1.0,0,1,6,**Problem: Harmony Node Status Checker**
1038,shell,hard,0,0.2,0,1,3,**Database User Creation Script**
1039,shell,medium,1,-0.2,0,1,4,Test Case 1: Basic container setup
1040,shell,medium,1,-4.4,0,0,11,Test 1: Simple matching output
1041,shell,hard,0,1.0,0,1,1,**Git Version String Formatter**
1042,shell,hard,0,-0.0,0,2,7,Output:
1043,shell,hard,0,4.4,0,4,3,Test Case 1: Standard deployment
1044,shell,hard,1,-2.4,0,0,6,**Programming Problem: Threshold Mask Filter**
1045,shell,hard,0,9.8,0,7,0,**Shell Script Testing Framework**
1046,shell,hard,0,-2.4,0,0,6,Test case 1: Normal sync with timeout (expected exit code 125)
1047,shell,hard,1,2.0,0,2,2,Robot Movement Simulation
1048,shell,medium,0,-4.4,0,0,11,Test case 1: amd64 with various tags (should pass)
1049,shell,hard,0,5.2,0,4,1,Test 1: Valid VP8 encoding
1050,shell,hard,0,1.4,0,1,0,Test Case 1: Build operation
1051,shell,easy,1,0.6,0,1,2,Example test case
1052,shell,hard,0,-1.6,0,0,4,Write a shell script function called `calculate_nmf_resources` that calculates and recommends Spark cluster resource configurations for Non-Negative Matrix Factorization (NMF) operations based on matrix dimensions and rank.
1053,shell,hard,1,-2.4,0,0,6,Test case 1: valid repository
1054,shell,medium,1,-3.2,0,0,8,Test 1: Adding a new Yakuake session
1055,shell,hard,0,-1.6,0,0,4,Valid inputs
1056,shell,hard,1,-1.4,0,1,7,**Shell Script Testing Framework**
1057,shell,easy,1,1.0,0,1,1,Output: ?       unversioned_file.txt
1058,shell,easy,1,-0.2,0,1,4,Valid case (should return success)
1059,shell,hard,0,-2.0,0,0,5,Example 1: List available versions
1060,shell,hard,0,0.8,0,2,5,Test Case 1: Basic build
1061,shell,medium,1,1.6,0,2,3,Test 1: Start LDF server
1062,shell,hard,0,-1.2,0,0,3,**Shell Scripting: Population Genetics Simulation Command Generator**
1063,shell,hard,1,1.6,0,2,3,Test process_window_title
1064,shell,medium,1,0.4,0,2,6,Input Format:
1065,shell,hard,1,0.8,0,2,5,**Shell Script Problem: Deployment and Endpoint Availability Checker**
1066,shell,hard,1,-0.4,0,0,1,Directory structure contains:
1067,shell,medium,1,-1.2,0,0,3,Requirements:
1068,shell,hard,0,-2.4,0,0,6,Test case 1: project_servicegroup.example_123
1069,shell,easy,1,-1.8,0,1,8,**Shell Script Problem: Implementing a Tail Function**
1070,shell,hard,0,-0.0,0,2,7,**Git Branch Management Script**
1071,shell,hard,0,-1.2,0,0,3,Test case 1: 'main branch'
1072,shell,medium,1,-4.8,0,0,12,Test case 1: Simple substitution (always applies)
1073,shell,hard,0,-1.2,0,0,3,Assume the following directory structure:
1074,shell,hard,0,2.8,0,2,0,"Expected output: ""neat/no-mult/connection/he/listen-sctptcp/default_he_delay/memory/startconnection/memory_all_application/server"""
1075,shell,easy,1,-2.4,0,0,6,Create test files
1076,shell,hard,0,-1.6,0,0,4,Test case 1: Simple case with 3 IDs
1077,shell,hard,0,1.2,0,2,4,**Programming Problem: Amateur Radio Callsign Lookup**
1078,shell,hard,0,-0.4,0,0,1,**Problem: Git Version String Formatter**
1079,shell,easy,1,0.4,0,2,6,Test 1: Checking installation status (should fail)
1080,shell,medium,1,-0.8,0,0,2,**Problem: Version Control System Build Script**
1081,shell,medium,0,-2.0,0,0,5,Test 1: Export operation (default user)
1082,shell,easy,1,3.0,0,3,3,Create temporary test files
