index,language,difficulty,success,style_stability_score,style_entropy,indent_entropy,line_length_entropy,punctuation_entropy,identifier_style_mix,title
634,javascript,easy,1,0.0,7.902,2.062,2.482,2.858,3,Implement a Stack Using Queues
635,javascript,hard,0,0.0,8.35,1.835,2.822,3.194,3,Write a JavaScript function `validateAndAuthenticate` that validates user credentials and performs authentication. The function must meet the following requirements:
636,javascript,hard,0,0.0,9.518,2.504,3.031,3.483,3,"Write a JavaScript function `findArrayTriplet` that takes an array and a target number as parameters, and returns a combination of three distinct elements from the array whose sum equals the target number. If no such combination exists, return an empty array."
637,javascript,easy,1,0.0,7.386,1.549,2.134,3.203,3,"Write a JavaScript function `mapUrlToHtmlFile` that returns the corresponding HTML filename based on the given URL path. The input of the function is a string representing the URL path, and the output is also a string representing the corresponding HTML filename."
638,javascript,hard,0,0.0,7.824,1.498,2.712,3.114,3,"Write a JavaScript function `processRequest` to handle HTTP requests and return corresponding responses. The function should return different response content based on the request's path and method, and handle various edge cases."
639,javascript,hard,0,0.0,8.785,2.381,2.648,3.006,4,"Write a JavaScript function `factorial` that calculates the factorial of a non-negative integer. The function should support two calculation methods: iterative and recursive, and handle various error cases."
640,javascript,hard,1,0.0,8.466,2.107,2.571,3.288,3,JavaScript Event Handler Implementation
641,javascript,medium,0,0.0,8.37,2.07,2.672,3.128,3,Write a JavaScript function `parseMessage` that can parse a JSON-formatted message string and return different results based on the validity of the input.
642,javascript,hard,0,0.0,9.16,2.648,2.861,3.151,3,Implement a CreepRoleManager class to manage creep roles and their behaviors in a game. The class should support the following functionalities:
643,javascript,medium,0,0.0,8.463,2.155,2.802,3.006,3,Write a JavaScript function `KeyboardInputManager` to manage keyboard input events. The function must meet the following requirements:
644,javascript,hard,1,8.37,6.858,1.264,2.44,2.654,3,Write a JavaScript function `fizzBuzz` that takes an input and returns a specific string according to the following rules:
645,javascript,easy,0,0.0,7.532,1.452,2.529,3.051,3,"Write a JavaScript function `hasCycle` to determine whether a given linked list contains a cycle. The linked list is created by the `createLinkedList` function, which takes an array of node values and an optional index (0-based) indicating the position where the cycle starts. If no cycle position is provided, it means the list has no cycle."
646,javascript,easy,1,0.0,8.709,2.111,2.853,3.245,3,"Write a JavaScript function `advantageCount` that takes two integer arrays `A` and `B` of the same length as parameters. The function's task is to rearrange the array `A` such that for each index `i`, the value of `A[i]` is as large as possible compared to `B[i]`. If it is impossible to make `A[i]` greater than `B[i]`, the smallest available element in `A` should be placed at that position. Finally, return the rearranged array `A`."
647,javascript,medium,1,0.0,8.482,2.182,2.54,3.01,4,Implement a state manager class StateManager that supports the following functionalities:
648,javascript,hard,0,0.0,8.548,2.139,2.591,3.318,3,Write a JavaScript class `CatManager` to manage a database of cat information. The class should implement the following functionalities:
649,javascript,hard,0,0.0,9.022,2.265,3.128,3.129,3,Write a JavaScript function named `mathProcessor` that performs basic mathematical operations and handles various input scenarios. The function should meet the following requirements:
650,javascript,hard,1,0.0,8.795,2.021,3.144,3.129,3,Write a JavaScript function `generateJWT` that generates a JSON Web Token (JWT).
651,javascript,medium,1,0.0,7.774,1.678,2.526,3.07,3,"Write a JavaScript function `reverseInteger` that takes a positive integer as input and returns the reversed form of the number. If the input is not a positive integer, the function should return an appropriate error message."
652,javascript,hard,0,0.0,8.567,2.361,2.442,3.265,3,Implement a user data processing class `UserDataProcessor` for managing and querying user data. The specific requirements are as follows:
653,javascript,medium,1,0.0,8.417,1.619,2.923,3.124,4,Write a JavaScript class `UserPasswordHandler` for managing user password creation and verification. The class should meet the following requirements:
654,javascript,hard,0,0.0,8.296,1.707,2.836,3.253,3,Implement a simple product database class `ProductDatabase` that supports the following operations:
655,javascript,easy,1,0.0,8.215,2.039,2.724,2.952,3,Implement a simple user authentication system by writing an `AuthenticationSystem` class in JavaScript. The class should support the following functionalities:
656,javascript,easy,1,0.0,9.126,2.353,2.809,3.215,4,Implement a mock API class `ApiSimulator` that supports the following operations:
657,javascript,hard,1,0.0,8.72,2.081,2.86,3.279,3,Implement a reactive system by creating a function named `vueReactiveSystem` that accepts an object with the following properties as parameters:
658,javascript,hard,0,0.0,8.886,2.179,2.939,3.268,3,JavaScript Array Operation Function Implementation
659,javascript,medium,1,0.0,8.512,2.206,2.997,2.809,3,Write a JavaScript function `validateCredentials` to verify whether the username and password provided by the user match the system-stored credentials. The function should handle various validation scenarios and return corresponding status information.
660,javascript,hard,0,0.0,8.096,1.902,2.705,2.99,3,"Write a JavaScript function `checkAllOf` that takes two arrays as parameters and checks whether all elements of the first array exist in the second array. The function should return an object with a boolean property `allPresent`, indicating whether all elements are present in the second array. If either input is not an array, return an object with an `error` property set to ""Both inputs must be arrays""."
661,javascript,medium,0,0.0,8.838,2.35,2.838,3.15,3,Write a JavaScript function `processAuthentication` to handle user authentication operations. The function needs to support both login and logout functionalities and return corresponding results based on different inputs.
662,javascript,hard,0,0.0,8.698,1.636,3.081,3.231,4,Write a JavaScript function `airplanePathSimulation` to simulate the flight state of an airplane along a predefined path. The function should return an object containing methods to update the airplane's position and retrieve its current state.
663,javascript,hard,0,0.0,8.58,2.074,2.851,3.155,3,"Write a JavaScript function `calculateEvenOddDifference` that takes a string as input, which contains only numeric characters (0-9). The function's task is to calculate the difference between the sum of all digits at even positions and the sum of all digits at odd positions (even sum - odd sum). Positions start counting from 1, meaning the first character is at position 1 (odd position), the second character is at position 2 (even position), and so on."
664,javascript,hard,0,0.0,8.596,1.92,2.918,3.258,3,Write a JavaScript function `processParameters` that accepts a variable number of arguments and returns an object containing user information and a greeting message.
665,javascript,hard,1,0.0,7.83,1.805,2.453,3.072,3,"Write a JavaScript function `linearRegressionPredictor` that performs prediction based on a linear regression model. The formula for the linear regression model is: y = slope * x + intercept, where:"
666,javascript,hard,0,0.0,8.789,2.556,2.669,2.814,4,Implement a TableCreator class to manage database table creation operations. This class should handle both normal and error scenarios during table creation.
667,javascript,medium,1,0.0,9.142,2.273,2.942,3.427,3,Write a JavaScript module `ipConverter` that implements bidirectional conversion between IPv4 addresses and 32-bit unsigned integers. The module must include the following two functions:
668,javascript,hard,0,0.0,8.258,2.249,2.614,2.645,4,Implement a Redux-style reducer function `appReducer` to manage application state. The function should handle the following action types:
669,javascript,easy,1,0.0,8.893,2.327,2.8,3.016,4,Write a JavaScript function `validateUserRegistration` to validate user registration information. The function should accept an object with the following properties as a parameter:
670,javascript,medium,1,0.0,8.781,2.126,2.871,3.285,3,Implement a JavaScript `Employee` class for managing employee information. The class should meet the following requirements:
671,javascript,easy,1,5.13,6.91,1.55,2.43,2.429,3,"Write a JavaScript function `findLargestPrimeFactor` that takes a positive integer as input and returns the largest prime factor of that number. If the input is 1, return null."
672,javascript,medium,0,0.0,8.144,1.736,2.494,3.163,4,Implement a Student Grade Management System
673,javascript,medium,1,0.0,7.789,2.2,2.169,2.92,3,JavaScript Programming Problem: User Management System
674,javascript,hard,0,0.0,9.289,2.257,3.213,3.319,3,Write a JavaScript function named `numberOperations` that performs three different numerical operations based on the specified operation type:
675,javascript,hard,0,2.81,7.613,1.579,2.553,2.731,4,JavaScript Programming Problem: Implementing a Learning Management System Model
676,javascript,hard,0,0.0,8.489,1.784,2.73,3.225,4,Implement a course management system using JavaScript by writing a `LessonManager` class with the following functionalities:
677,javascript,medium,0,0.0,8.758,1.984,2.75,3.273,4,"Implement a user authentication system class UserAuthSystem, which should include the following functionalities:"
678,javascript,hard,0,0.0,7.947,1.606,2.65,3.19,3,Implement a QueryBuilder class for constructing database query conditions. This class should support the following methods:
679,javascript,hard,0,0.0,7.955,1.666,2.611,3.178,3,"Write a JavaScript function named `countDuplicates` that takes an array as input and returns the count of duplicate elements in the array. A duplicate element is defined as an element that appears more than once in the array, and each duplicate element is counted only once."
680,javascript,medium,0,0.0,8.337,1.908,2.729,3.2,3,Implement a Car Management System
681,javascript,hard,0,0.0,8.805,2.299,2.665,3.091,4,Implement a permission manager class (PermissionManager) to manage roles and permissions. The specific requirements are as follows:
682,javascript,medium,0,0.0,8.002,1.785,2.721,2.996,3,Implement a Simple Blog Post API Class
683,javascript,hard,0,0.0,8.574,2.063,2.678,3.333,3,Write a JavaScript function `generateSequence` that generates a sequence following specific rules. The sequence generation rules are as follows:
684,javascript,medium,1,0.0,8.63,2.053,2.519,3.307,4,Implement a Logger class for recording log messages at different levels. The specific requirements are as follows:
685,javascript,medium,0,0.0,7.721,1.404,2.584,3.232,3,"Write a JavaScript function `createRainbowText` that takes a string as input and returns a new string where each character of the original string is wrapped in terminal color codes corresponding to a rainbow sequence. The rainbow colors should cycle in the order of red, orange, yellow, green, blue, indigo, and violet for each character."
686,javascript,hard,0,0.0,7.457,1.506,2.433,3.019,3,"Write a JavaScript function `addTwoNumbers` that takes two linked lists representing non-negative integers. Each node contains a single digit, and the digits are stored in normal order (i.e., the head of the linked list is the most significant digit). The function should return a new linked list representing the sum of the two numbers."
687,javascript,hard,1,0.0,7.683,2.045,2.505,2.634,3,"Write a JavaScript function `uiInteractionManager` that manages the interaction state of user interface elements. The function takes a current state object and an action type, and returns a new state object."
688,javascript,hard,0,0.0,8.367,1.655,2.782,3.43,3,Implement a JavaScript function `selectionSort` that performs selection sort on an array and returns an object containing the sorting process and metadata.
689,javascript,easy,1,0.0,7.831,1.337,2.763,2.981,4,Write a JavaScript function named `stateManager` that manages state based on different action types. The function should handle the following cases:
690,javascript,hard,0,0.0,8.73,2.279,2.779,3.171,3,Implement a Todo List Manager (TodoListManager) class that supports the following functionalities:
691,javascript,hard,0,0.0,8.82,1.565,3.164,3.341,4,Implement a user management system with the following functionalities:
692,javascript,hard,0,0.0,8.603,1.817,2.868,3.419,3,Write a JavaScript function `createHamsterObject` that creates a formatted hamster object based on the input hamster data and database ID.
693,javascript,hard,1,0.0,8.493,1.74,2.979,3.024,4,Write a JavaScript function `processAirPressureData` that takes an array containing atmospheric pressure data and returns an HTML table string representing this data.
694,javascript,medium,1,0.0,8.64,2.397,2.834,2.909,3,Write a JavaScript function `findMinFactorPairDigitCount` that takes a non-negative integer as input and returns the smallest sum of the digit counts among all factor pairs of that number.
695,javascript,hard,0,0.0,8.633,2.314,2.676,3.144,3,Implement a PreferencesManager class in JavaScript that manages application preferences with the following functionality:
696,javascript,medium,1,0.0,8.866,2.554,2.52,3.292,3,Please implement a book management system in JavaScript with the following specific requirements:
697,javascript,hard,0,0.0,9.673,2.795,2.986,3.392,3,Write a JavaScript module `authService` that implements user registration and login validation functionality. The module should include the following four methods:
698,javascript,easy,1,0.0,8.385,1.691,3.009,3.185,3,"Write a JavaScript function `processCommand` to handle the parsing and execution validation of chat commands. This function needs to validate and parse commands based on input parameters, returning the corresponding result object."
699,javascript,easy,1,0.0,8.391,2.088,2.461,3.342,3,"Write a JavaScript function `hasBalancedParentheses` to check whether the parentheses in a string are balanced. Balanced parentheses mean that every type of opening parenthesis has a corresponding closing parenthesis, and the nesting order of the parentheses is correct."
700,javascript,hard,1,0.0,9.383,2.191,3.162,3.53,3,Write a JavaScript function `flipLights` that accepts two integer parameters `n` and `m` and returns an integer. The input and output of the function should satisfy the following requirements:
701,javascript,hard,1,0.0,8.326,1.716,2.643,3.467,3,**JavaScript Programming Problem: Ice Cream Eating Simulator**
702,javascript,hard,0,0.0,9.18,2.719,2.832,3.129,3,Write a JavaScript function `processClickAction` that handles user click actions and returns the operation result. The function must meet the following requirements:
703,javascript,easy,1,0.0,8.006,1.874,2.475,3.157,3,"Write a JavaScript function `fizzBuzz` that takes two positive integer parameters `start` and `end`, and returns an array containing the string representations of all numbers from `start` to `end` (inclusive), with the following substitution rules:"
704,javascript,easy,1,0.0,8.386,2.249,2.453,3.184,3,Write a JavaScript function `loginStateManager` to manage a user's login state. The function should handle the following types of actions:
705,javascript,hard,0,0.0,8.495,1.64,2.758,3.346,4,"Implement an Employee Management System in JavaScript that can handle departments, job titles, and employees with the following functionality:"
706,javascript,hard,0,0.0,8.432,1.956,2.769,3.208,3,Write a JavaScript class `MusicNoteProcessor` that implements the following functionalities:
707,javascript,easy,1,0.0,9.338,2.871,2.62,3.347,3,Implement a Pokemon API simulator class in JavaScript. This class should be able to fetch a list of all Pokemon and retrieve detailed information of a specific Pokemon based on a given URL.
708,javascript,medium,0,0.0,8.106,1.804,2.461,3.342,3,Implement a TodoManager class to manage a to-do list. The class should support the following functionalities:
709,javascript,medium,1,0.0,9.077,2.325,2.89,3.112,4,Implement a movie database API with the following two functions:
710,javascript,medium,1,0.0,8.077,1.717,2.65,3.211,3,JavaScript Programming Problem: Implement a Book Database Class
711,javascript,hard,1,0.52,7.504,1.472,2.887,2.645,3,JavaScript Variable Scope Demonstration
712,javascript,medium,0,0.0,8.641,2.245,2.695,3.201,3,Write a JavaScript function `generatePascalsTriangle` that generates a flattened array representing a specific number of layers of Pascal's Triangle (Yang Hui's Triangle).
713,javascript,hard,0,0.0,8.378,2.069,2.562,3.246,3,Please implement a `LocationManager` class in JavaScript for managing geographical location markers. The class should provide the following functionalities:
714,javascript,hard,0,0.0,8.067,1.654,2.797,3.116,3,JavaScript Programming Problem: Friend Information Management System
715,javascript,hard,0,0.0,8.728,1.748,2.961,3.268,4,Implement a JavaScript class named PersonaDB for managing a database of persona information. The class should include the following methods:
716,javascript,hard,0,0.0,8.721,2.216,2.644,3.111,4,Implement a whiteboard room management system. Create a class named `WhiteboardManager` that supports the following functionalities:
717,javascript,medium,1,0.0,7.752,1.751,2.483,2.768,4,Implement a form state machine class FormStateMachine to manage the state transitions and data recording of a fitness training form. The specific requirements are as follows:
718,javascript,easy,1,0.0,7.842,1.761,2.725,2.857,3,"Write a JavaScript function named `collectionOperations` that performs various collection operations on an array of objects. The function should accept two parameters: an array of objects (the collection) and an operation specification object, then return the corresponding result based on the operation specification."
719,javascript,medium,1,0.0,8.324,1.671,2.93,3.222,3,Implement a Bug Tracker system in JavaScript that can manage software bugs. The system should be implemented as a class called `BugTracker` with the following functionality:
720,javascript,easy,1,0.0,8.221,1.576,2.607,3.287,4,Write a JavaScript function `parseEstimoteTelemetryPacket` to parse the Telemetry data packet of an Estimote device.
721,javascript,hard,0,0.0,8.676,2.213,2.708,3.255,3,Write a JavaScript function `compareSalaries` that compares the salary situations of two job options and returns which option has a higher net income and the difference between them.
722,javascript,hard,1,0.0,9.235,2.729,2.732,3.274,3,Implement a debugging utility function `debugUtil` with the following features:
723,javascript,hard,0,0.0,8.659,2.133,2.785,3.24,3,Implement a PreferenceManager class in JavaScript that allows users to track their preferences for brands and articles. The class should support the following operations:
724,javascript,hard,0,0.0,8.498,1.911,2.879,3.208,3,"Write a JavaScript function `processPayment` to handle payment transactions. The function needs to calculate change based on different payment methods and amounts, and validate the transaction's legitimacy."
725,javascript,hard,1,0.0,9.103,2.479,2.883,3.241,3,Implement a Single State Update for Conway's Game of Life
726,javascript,medium,1,0.0,8.968,2.619,2.867,2.982,3,Implement a Simple Application State Management Library
727,javascript,medium,1,0.0,8.18,1.753,2.827,3.1,3,Implement a User class in JavaScript that validates user information and manages account activation. The class should meet the following requirements:
728,javascript,hard,0,0.0,8.897,2.148,2.967,3.281,3,Write a JavaScript function `calculateQuizResults` that calculates and returns the results of a quiz. The function should accept two parameters:
729,javascript,hard,1,0.0,8.965,2.296,2.819,3.35,3,Write a JavaScript function `stringProcessor` that performs different processing operations on an input string. The function must meet the following requirements:
730,javascript,hard,0,0.0,8.386,1.853,2.857,3.177,3,Implement a scroll behavior handler function `handleScrollBehavior` that manages page scroll position and shows/hides elements based on conditions. The specific requirements are as follows:
731,javascript,hard,1,3.47,7.252,1.29,2.66,2.802,3,Write a JavaScript function `sheepCounter` that takes a number as input and returns a string representing the counting process of sheep jumping over the fence.
732,javascript,hard,0,0.0,8.399,1.758,2.728,3.413,3,Implement an EmployeeManager class in JavaScript that manages employee records with the following functionality:
733,javascript,medium,1,2.93,7.148,1.528,2.396,2.724,3,Implement a slideshow manager class named SliderManager to manage and navigate a collection of slides. The specific requirements are as follows:
734,javascript,hard,1,0.0,7.871,1.127,2.958,3.285,3,Write a JavaScript function `validateProductFields` to validate whether each field of a product object meets the specified requirements. The function should accept a product object as a parameter and return an object containing the validation results.
735,javascript,hard,1,4.91,7.081,1.362,2.295,2.924,3,JavaScript User Invitation Management
736,javascript,easy,1,0.0,9.069,2.155,3.043,3.372,3,"Write a JavaScript function `evaluateLogicalExpression` that performs the corresponding logical operation based on the given logical operator and operands, and returns the result. The function needs to handle the following cases:"
737,javascript,hard,0,0.0,8.326,1.8,2.626,3.15,4,Implement a LinkManager class to manage performance links for comedians. The class should support the following operations:
738,javascript,easy,1,0.0,8.562,2.074,2.736,3.252,3,"Write a JavaScript function `generateDepositLink` that generates a payment link based on the provided user information. The function should accept three parameters: Twitter ID (string), currency code (string), and amount (number), and return a Promise object containing the payment link and status."
739,javascript,hard,0,0.0,8.415,1.74,3.066,3.108,3,Implement an inventory management system in JavaScript that can handle shopping cart operations. The system should be able to:
740,javascript,hard,0,0.0,8.695,2.279,2.785,3.13,3,Implement a job application system in JavaScript that allows candidates to apply for jobs and withdraw applications. The system should handle various scenarios including authorization checks and error cases.
741,javascript,hard,0,0.0,8.702,2.108,2.647,3.197,4,Implement a brand management system by writing a BrandManager class in JavaScript with the following functionalities:
742,javascript,hard,0,0.0,8.623,1.993,2.995,3.135,3,"Write a JavaScript class `PackDataElements` to package financial transaction data into ISO 8583 format messages. The class should handle both fixed-length and variable-length data fields and generate a complete message containing the Message Type Identifier (MTI), binary bitmap, and data part."
743,javascript,hard,0,0.0,8.871,2.204,2.877,3.29,3,"Implement a house management system, requiring the use of JavaScript to write a `HouseManager` class. This class must include the following functionalities:"
744,javascript,hard,1,0.0,9.074,2.487,2.81,3.028,4,JavaScript Task Manager Implementation
745,javascript,hard,0,0.0,8.26,1.92,2.612,3.228,3,Implement a shopping cart manager class `ShoppingCartManager` that fulfills the following requirements:
746,javascript,easy,0,0.0,10.05,2.882,2.981,3.437,4,JavaScript Programming Problem: Implement the MealFinder Class
747,python,easy,1,0.0,8.235,1.643,2.966,3.127,3,Expected output (values are approximate where necessary):
748,javascript,easy,1,0.0,9.119,1.999,2.993,3.376,4,Write a JavaScript function `analyzeNEOApproaches` that receives an array of Near-Earth Object (NEO) approach data and returns an object containing various analysis results.
749,python,hard,1,2.17,7.375,1.229,2.856,2.79,3,Test case 1: Basic removal
750,python,medium,1,0.0,8.416,2.039,2.971,2.906,3,**Problem: Counting Triangles in an Undirected Graph**
751,python,hard,0,0.0,8.053,1.603,2.698,3.252,3,**Job Information Extractor**
752,python,hard,0,3.19,7.16,1.489,2.511,2.41,4,Test case 1
753,python,hard,0,0.0,8.079,1.551,2.929,2.849,4,**Programming Problem: Response Recognition and Generation**
754,python,hard,0,0.0,8.357,2.055,2.811,2.741,4,Test Case 1: User role
755,python,hard,0,0.0,7.577,1.741,2.825,2.512,3,**Minimum Sum of Absolute Differences**
756,python,easy,1,0.0,7.799,1.629,2.404,3.017,4,Create test books
757,python,hard,0,0.0,7.905,1.573,2.717,2.865,4,Test case 1: Write and read a file
758,javascript,medium,1,0.0,8.716,2.258,3.04,2.918,3,Write a JavaScript function `simulateShellExecution` that simulates executing a shell script file and returns the command execution results.
759,javascript,hard,0,0.0,7.935,1.552,2.821,3.062,3,Write a JavaScript function `processDataTypes` that takes an object as a parameter and returns a new object with the following requirements:
760,python,medium,1,0.0,7.426,1.619,2.959,2.348,3,**Problem: Minimum Flips to Separate Black and White Squares**
761,python,medium,0,0.0,7.541,1.625,2.791,2.625,3,Test topic filtering
762,python,hard,1,0.0,7.47,1.723,2.567,2.68,3,**Course Information Lookup**
763,python,hard,1,0.0,7.735,1.301,2.915,3.018,3,**Resource Allocation Checker**
764,python,medium,1,0.0,8.137,1.931,2.798,2.909,3,Test number guessing game
765,python,easy,1,7.21,6.834,1.454,2.074,2.556,4,Test case 1: Basic append and prepend
766,python,easy,0,0.0,7.991,1.525,2.646,2.82,5,Test case 1: European call option
767,python,hard,0,3.92,7.065,1.445,2.699,2.421,3,**Programming Problem: Find the Largest Number in a String**
768,python,medium,0,0.0,7.639,1.52,2.584,3.035,3,**Problem: Implement a Time Class with Validation**
769,python,hard,0,0.0,8.337,1.982,2.825,3.031,3,Test case 1
770,python,hard,0,0.0,7.819,1.231,2.966,3.122,3,**Network Device Protocol and Vendor Detection**
771,python,easy,1,0.0,8.155,2.009,2.729,2.917,3,"Test Case 1: 1 producer, 1 consumer, 3 tasks"
772,python,hard,0,10.2,6.753,1.181,2.646,2.425,3,Test Case 1: Black image
773,python,hard,0,0.0,7.612,1.121,2.964,3.027,3,**Problem: Relative URL Path Calculation**
774,python,hard,0,0.0,7.488,1.423,2.936,2.629,3,Language Specification: Implement your solution in Python.
775,python,hard,1,0.0,8.059,1.414,3.157,2.989,3,**Binary String Addition**
776,python,medium,1,0.0,7.429,2.087,2.552,2.29,3,**Problem: Retrieve Forum Configuration Settings**
777,python,hard,0,0.42,7.515,1.267,2.699,3.05,3,Test cases for host validation
778,python,hard,0,10.63,6.833,0.899,2.864,2.57,3,**Holiday Checker for Curaçao**
779,python,hard,0,0.0,8.359,1.732,3.073,3.054,3,Example test case setup (do not include in your solution)
780,python,easy,1,0.47,7.475,1.305,2.91,2.51,4,Create the ancestral tree structure
781,python,hard,1,0.0,8.583,1.991,2.754,3.088,4,Test Case 1
782,python,hard,0,0.0,8.325,1.75,2.82,3.004,4,**GitHub Follower Scraper**
783,python,hard,0,0.0,8.632,2.11,2.655,3.117,4,SHA-1 of empty string
784,python,medium,0,0.0,8.162,1.585,2.852,2.975,4,Python Programming Problem: AWS Elastic Beanstalk Application Manager
785,python,hard,0,0.0,9.263,2.459,3.147,3.157,3,Generate sample data
786,python,easy,0,2.67,7.286,1.294,2.768,2.475,4,Test case 1: Basic info logging
787,python,hard,0,0.0,8.867,1.92,2.895,3.052,5,**Problem: Serial Port Data Monitoring**
788,python,hard,1,0.0,8.762,1.959,2.99,3.063,4,Test Case 1
789,python,medium,1,0.81,7.656,0.931,3.204,3.021,3,**Problem: Network Address Processing**
790,python,hard,0,3.65,7.316,1.146,2.904,2.765,3,"Test case 1: n=100, processes=2"
791,python,hard,1,0.0,7.828,1.535,2.943,2.85,3,Test Case 1: Scalar inputs
792,python,hard,0,3.27,7.306,1.218,2.843,2.745,3,Function Specification:
793,python,medium,1,0.0,9.101,2.5,3.209,2.892,3,**Problem: Compute Attribute Closure**
794,python,hard,1,0.0,7.745,1.622,2.81,2.813,3,Test case 1: N=4
795,python,hard,0,0.0,8.598,2.197,2.991,2.91,3,Test case 1: Simple file deployment
796,python,hard,0,0.31,7.558,1.211,2.906,2.691,4,Input Format:
797,python,medium,0,0.0,8.232,1.688,2.978,2.816,4,Class Requirements:
798,python,hard,1,4.99,7.13,1.252,2.795,2.584,3,**Problem: Safe Division Function**
799,python,hard,0,4.6,7.271,1.081,3.015,2.674,3,Test Case
800,python,hard,0,0.0,8.284,2.051,2.858,2.876,3,Test case 1: Write operation
801,python,hard,0,0.0,8.018,1.676,2.703,2.888,4,Test case 1: Base error with string
802,python,hard,0,6.03,7.218,0.955,3.026,2.738,3,Test Case
803,python,hard,0,0.0,8.874,2.425,2.982,2.966,3,Test case 1: Simple lookup configuration
804,python,hard,0,0.0,8.857,2.339,3.013,3.005,3,**Programming Problem: AGNES Clustering Algorithm**
805,python,easy,1,0.0,7.678,1.41,2.955,2.564,4,Test case 1: Database is ready (initialized and no migrations needed)
806,python,hard,0,0.0,8.046,1.853,2.751,2.942,3,Valid credentials
807,python,easy,1,3.31,7.264,1.236,2.905,2.622,3,**Python Programming Problem: Arithmetic Operations**
808,python,hard,0,4.03,7.237,1.221,2.705,2.812,3,**Problem: Format a Personalized Greeting**
809,python,medium,1,0.0,7.517,1.472,2.823,2.723,3,**Problem: Caesar Cipher Encryption and Decryption**
810,python,hard,0,0.0,7.614,2.009,2.646,2.458,3,Test case 1: Direct sequence input
811,python,medium,1,0.0,7.542,1.75,2.68,2.612,3,Test case 1: Matching lists
812,python,hard,0,0.0,8.619,1.816,2.874,3.179,4,Test case 1: Simple starting position
813,python,easy,1,0.0,8.011,1.421,3.139,2.951,3,Test case 1: Basic calculation
814,python,hard,0,10.05,6.696,1.299,2.337,2.56,3,**Programming Problem: Determine Task State Based on Grade**
815,python,hard,0,0.0,8.252,1.759,2.722,3.022,4,**Python Programming Problem: Report System Configuration**
816,python,easy,0,0.0,8.244,1.539,3.163,3.041,3,**Problem: Maximizing Luck Balance**
817,python,hard,1,0.0,7.881,1.525,2.533,3.073,4,**Python Programming Problem: System Tray Manager**
818,python,easy,1,0.0,8.117,1.711,2.927,2.728,4,Test case 1: Create a person and get their info
819,python,medium,0,0.0,7.765,1.822,2.739,2.704,3,"Test case 1: Valid date (2018, 10, 25)"
820,python,hard,1,0.0,8.692,1.826,3.043,3.322,3,**Problem: Analyzing Candy Crush Booster Effectiveness**
821,python,hard,1,0.0,8.167,1.824,2.82,2.774,4,Test case 1: Adding an interval
822,python,hard,0,0.0,8.399,1.905,2.982,3.012,3,Problem Description:
823,python,easy,1,0.34,7.025,1.978,1.943,2.354,4,Test Case 1: Basic operations
824,python,hard,0,0.0,9.218,2.521,3.132,3.064,3,Your implementation here
825,python,hard,0,0.99,7.415,1.236,2.636,3.044,3,**Problem: Generate a Gray Code Sequence with a Twist**
826,python,hard,0,0.0,8.3,2.041,2.847,2.911,3,**Problem: COVID-19 Data Report Generator**
827,python,easy,1,0.0,7.766,1.929,2.655,2.682,3,**Problem: Check Number Sign**
828,python,hard,1,0.0,7.875,1.671,2.915,2.789,3,"Test case 1: Small RGB image with exact size (4,4)"
829,python,hard,0,0.0,8.172,1.746,3.012,2.914,3,**Programming Problem: Person Age and Gender Classifier**
830,python,hard,0,0.0,7.793,1.754,2.678,2.611,4,Requirements:
831,python,medium,0,0.0,8.164,1.861,2.576,2.728,5,Test Case 1
832,python,hard,1,0.0,8.818,1.686,3.175,3.207,4,**Problem: Parse SVN External Properties**
833,python,hard,0,0.0,8.177,1.86,2.612,3.205,3,"Test case 1: ""a+b*c"""
834,python,hard,0,0.0,7.758,1.627,2.651,2.731,4,Requirements:
835,python,hard,0,0.0,8.549,2.142,3.03,2.877,3,Create a test CSV file
836,python,hard,1,0.0,7.918,1.485,2.534,2.9,5,Requirements:
837,python,hard,0,0.0,8.239,1.782,3.007,2.95,3,The returned dictionary should contain the following approximate values:
838,python,hard,1,0.0,7.763,1.739,2.741,2.783,3,**String Similarity Calculator**
839,python,hard,0,0.0,8.528,2.219,3.056,2.753,3,**SQL Operation Executor**
840,python,medium,1,4.48,7.106,1.361,2.692,2.554,3,Input:
841,python,hard,0,0.0,8.42,1.703,3.364,2.852,3,Test case 1: Correct exception with matching message
842,python,hard,0,0.0,8.877,1.948,3.121,3.058,4,Create a simple dataset for demonstration
843,python,hard,0,0.79,7.567,1.116,3.01,2.941,3,**Problem: Format and Validate IPv4 Addresses**
844,python,hard,0,0.0,8.157,1.659,2.903,3.095,3,Test Case 1: Perfectly uniform distribution
845,python,hard,0,9.43,6.895,1.018,2.609,2.768,3,Input:
846,python,easy,1,1.82,7.443,1.175,2.906,2.861,3,**Python Set Operations**
847,python,hard,1,0.0,7.865,1.502,2.648,2.965,4,Test Case 1
848,python,hard,0,0.0,7.806,1.543,2.922,2.841,3,"Test case 1: Basic roll ""2d6"""
849,python,hard,0,0.0,8.194,1.722,2.646,3.076,4,**Python HTML Button Class Generator**
850,python,medium,1,0.0,7.462,1.454,2.735,2.773,3,**Problem: Reverse Words in a List**
851,python,hard,1,0.0,7.575,1.448,2.361,3.016,4,Test Case 1: Basic timer functionality
852,python,medium,1,0.0,7.602,1.618,2.802,2.682,3,Test case 1: Valid URL with Firefox browser
853,python,hard,0,0.0,7.777,1.748,2.509,2.771,4,Test Case 1: Left bumper pressed
