index,language,difficulty,success,docs_score,question_chars,headings,code_blocks,example_markers,has_constraints,has_notes,title
742,javascript,hard,0,15.57,2859,0,0,2,1,0,"Write a JavaScript class `PackDataElements` to package financial transaction data into ISO 8583 format messages. The class should handle both fixed-length and variable-length data fields and generate a complete message containing the Message Type Identifier (MTI), binary bitmap, and data part."
743,javascript,hard,0,24.07,2863,0,1,4,1,1,"Implement a house management system, requiring the use of JavaScript to write a `HouseManager` class. This class must include the following functionalities:"
744,javascript,hard,1,15.38,2745,0,0,2,1,0,JavaScript Task Manager Implementation
745,javascript,hard,0,18.84,2121,0,1,2,1,1,Implement a shopping cart manager class `ShoppingCartManager` that fulfills the following requirements:
746,javascript,easy,0,21.87,2743,0,1,3,1,1,JavaScript Programming Problem: Implement the MealFinder Class
747,python,easy,1,30.47,2262,6,1,6,0,1,Expected output (values are approximate where necessary):
748,javascript,easy,1,16.3,4364,0,0,2,0,1,Write a JavaScript function `analyzeNEOApproaches` that receives an array of Near-Earth Object (NEO) approach data and returns an object containing various analysis results.
749,python,hard,1,21.62,1992,2,1,2,1,1,Test case 1: Basic removal
750,python,medium,1,12.09,1373,0,1,1,1,0,**Problem: Counting Triangles in an Undirected Graph**
751,python,hard,0,18.2,1739,0,1,2,1,1,**Job Information Extractor**
752,python,hard,0,19.47,1423,2,1,2,1,1,Test case 1
753,python,hard,0,20.77,1781,0,1,4,1,0,**Programming Problem: Response Recognition and Generation**
754,python,hard,0,22.03,1935,2,1,3,1,0,Test Case 1: User role
755,python,hard,0,13.49,1252,0,1,2,1,0,**Minimum Sum of Absolute Differences**
756,python,easy,1,25.39,2454,4,1,2,1,1,Create test books
757,python,hard,0,25.86,2133,3,1,4,1,0,Test case 1: Write and read a file
758,javascript,medium,1,16.12,2295,0,0,2,1,1,Write a JavaScript function `simulateShellExecution` that simulates executing a shell script file and returns the command execution results.
759,javascript,hard,0,17.75,2067,0,0,3,1,1,Write a JavaScript function `processDataTypes` that takes an object as a parameter and returns a new object with the following requirements:
760,python,medium,1,12.86,1054,0,2,1,0,1,**Problem: Minimum Flips to Separate Black and White Squares**
761,python,medium,0,19.97,1900,2,1,2,1,0,Test topic filtering
762,python,hard,1,17.27,1425,0,1,2,1,1,**Course Information Lookup**
763,python,hard,1,15.27,1183,0,1,2,1,1,**Resource Allocation Checker**
764,python,medium,1,20.21,2347,2,1,2,0,1,Test number guessing game
765,python,easy,1,21.61,1984,2,1,3,0,1,Test case 1: Basic append and prepend
766,python,easy,0,20.11,1983,2,1,2,1,0,Test case 1: European call option
767,python,hard,0,17.05,1292,0,1,2,1,1,**Programming Problem: Find the Largest Number in a String**
768,python,medium,0,15.4,1262,0,1,2,1,1,**Problem: Implement a Time Class with Validation**
769,python,hard,0,19.26,1777,2,1,2,0,1,Test case 1
770,python,hard,0,16.41,1865,0,1,2,0,1,**Network Device Protocol and Vendor Detection**
771,python,easy,1,21.46,1893,2,1,2,1,1,"Test Case 1: 1 producer, 1 consumer, 3 tasks"
772,python,hard,0,21.4,1858,2,1,2,1,1,Test Case 1: Black image
773,python,hard,0,21.45,1531,0,1,5,0,1,**Problem: Relative URL Path Calculation**
774,python,hard,0,14.51,1384,0,1,2,1,0,Language Specification: Implement your solution in Python.
775,python,hard,1,13.7,1142,0,1,2,1,0,**Binary String Addition**
776,python,medium,1,13.57,1602,0,1,2,0,1,**Problem: Retrieve Forum Configuration Settings**
777,python,hard,0,21.03,1335,2,1,3,1,0,Test cases for host validation
778,python,hard,0,15.01,1267,0,1,2,1,1,**Holiday Checker for Curaçao**
779,python,hard,0,30.58,2570,10,1,3,1,1,Example test case setup (do not include in your solution)
780,python,easy,1,23.02,2052,3,2,2,0,1,Create the ancestral tree structure
781,python,hard,1,20.96,2495,2,1,2,1,0,Test Case 1
782,python,hard,0,16.78,1607,0,1,2,1,1,**GitHub Follower Scraper**
783,python,hard,0,16.62,1391,2,1,2,0,1,SHA-1 of empty string
784,python,medium,0,17.14,2005,0,1,2,1,0,Python Programming Problem: AWS Elastic Beanstalk Application Manager
785,python,hard,0,32.93,2777,7,1,4,1,1,Generate sample data
786,python,easy,0,23.73,1578,2,1,4,1,1,Test case 1: Basic info logging
787,python,hard,0,17.97,1602,0,1,2,1,1,**Problem: Serial Port Data Monitoring**
788,python,hard,1,20.24,2366,2,1,2,0,1,Test Case 1
789,python,medium,1,16.45,2068,0,1,2,1,0,**Problem: Network Address Processing**
790,python,hard,0,18.69,1853,2,1,2,1,0,"Test case 1: n=100, processes=2"
791,python,hard,1,21.47,1900,2,1,2,1,1,Test Case 1: Scalar inputs
792,python,hard,0,36.14,2903,13,2,4,1,1,Function Specification:
793,python,medium,1,15.78,1488,0,1,2,1,1,**Problem: Compute Attribute Closure**
794,python,hard,1,18.96,1356,2,1,2,1,1,Test case 1: N=4
795,python,hard,0,20.43,2178,1,1,2,1,1,Test case 1: Simple file deployment
796,python,hard,0,25.22,1751,6,1,2,0,1,Input Format:
797,python,medium,0,28.36,2438,6,1,2,1,1,Class Requirements:
798,python,hard,1,19.8,1263,0,1,4,1,1,**Problem: Safe Division Function**
799,python,hard,0,23.01,1325,1,1,4,1,1,Test Case
800,python,hard,0,23.68,1727,2,1,4,1,0,Test case 1: Write operation
801,python,hard,0,21.73,2060,3,1,2,1,0,Test case 1: Base error with string
802,python,hard,0,23.04,2426,3,1,2,1,1,Test Case
803,python,hard,0,17.19,2035,2,0,2,1,0,Test case 1: Simple lookup configuration
804,python,hard,0,19.2,2223,0,2,2,0,1,**Programming Problem: AGNES Clustering Algorithm**
805,python,easy,1,20.39,2157,2,1,2,1,0,Test case 1: Database is ready (initialized and no migrations needed)
806,python,hard,0,26.29,2391,2,3,2,0,1,Valid credentials
807,python,easy,1,20.63,1996,0,1,3,1,1,**Python Programming Problem: Arithmetic Operations**
808,python,hard,0,17.77,1723,0,1,2,1,1,**Problem: Format a Personalized Greeting**
809,python,medium,1,20.41,1868,0,1,3,1,1,**Problem: Caesar Cipher Encryption and Decryption**
810,python,hard,0,26.61,2284,5,1,2,1,1,Test case 1: Direct sequence input
811,python,medium,1,19.84,1646,2,1,2,1,1,Test case 1: Matching lists
812,python,hard,0,20.09,1554,2,1,2,1,1,Test case 1: Simple starting position
813,python,easy,1,21.44,2364,2,1,2,1,1,Test case 1: Basic calculation
814,python,hard,0,17.56,1356,0,1,2,1,1,**Programming Problem: Determine Task State Based on Grade**
815,python,hard,0,20.82,2115,0,1,3,1,1,**Python Programming Problem: Report System Configuration**
816,python,easy,0,16.77,1603,0,1,2,1,1,**Problem: Maximizing Luck Balance**
817,python,hard,1,16.72,2053,0,1,2,0,1,**Python Programming Problem: System Tray Manager**
818,python,easy,1,21.38,1846,2,1,2,1,1,Test case 1: Create a person and get their info
819,python,medium,0,25.21,2347,2,2,2,1,1,"Test case 1: Valid date (2018, 10, 25)"
820,python,hard,1,21.61,1985,0,2,2,1,1,**Problem: Analyzing Candy Crush Booster Effectiveness**
821,python,hard,1,24.18,1848,2,1,5,0,1,Test case 1: Adding an interval
822,python,hard,0,26.39,2152,6,1,2,1,0,Problem Description:
823,python,easy,1,25.37,1843,2,1,4,1,1,Test Case 1: Basic operations
824,python,hard,0,31.14,3203,1,2,5,1,1,Your implementation here
825,python,hard,0,16.7,1321,0,1,2,1,1,**Problem: Generate a Gray Code Sequence with a Twist**
826,python,hard,0,17.19,2335,0,1,2,0,1,**Problem: COVID-19 Data Report Generator**
827,python,easy,1,16.21,1264,0,1,2,1,1,**Problem: Check Number Sign**
828,python,hard,1,21.37,1842,2,1,2,1,1,"Test case 1: Small RGB image with exact size (4,4)"
829,python,hard,0,22.15,1708,0,1,4,1,1,**Programming Problem: Person Age and Gender Classifier**
830,python,hard,0,28.25,2369,7,1,2,1,1,Requirements:
831,python,medium,0,22.83,2720,2,1,3,0,1,Test Case 1
832,python,hard,1,23.14,2002,0,1,6,1,0,**Problem: Parse SVN External Properties**
833,python,hard,0,21.69,2033,2,1,2,1,1,"Test case 1: ""a+b*c"""
834,python,hard,0,26.45,1890,4,1,3,1,1,Requirements:
835,python,hard,0,25.91,2164,3,1,4,1,0,Create a test CSV file
836,python,hard,1,28.74,2662,7,1,2,1,1,Requirements:
837,python,hard,0,27.52,1932,13,1,2,1,1,The returned dictionary should contain the following approximate values:
838,python,hard,1,19.47,1543,0,1,3,1,1,**String Similarity Calculator**
839,python,hard,0,18.4,1859,0,1,2,1,1,**SQL Operation Executor**
840,python,medium,1,25.71,1567,11,1,2,1,1,Input:
841,python,hard,0,25.48,2511,2,2,2,1,1,Test case 1: Correct exception with matching message
842,python,hard,0,22.27,2201,3,1,2,1,1,Create a simple dataset for demonstration
843,python,hard,0,16.32,1571,0,1,2,1,1,**Problem: Format and Validate IPv4 Addresses**
844,python,hard,0,18.1,1738,2,1,2,1,0,Test Case 1: Perfectly uniform distribution
845,python,hard,0,24.94,1281,5,1,2,1,1,Input:
846,python,easy,1,18.4,2762,0,1,2,1,0,**Python Set Operations**
847,python,hard,1,26.11,2283,2,1,4,1,1,Test Case 1
848,python,hard,0,21.18,1726,2,1,2,1,1,"Test case 1: Basic roll ""2d6"""
849,python,hard,0,16.54,1942,0,1,2,0,1,**Python HTML Button Class Generator**
850,python,medium,1,11.62,1390,0,1,1,0,1,**Problem: Reverse Words in a List**
851,python,hard,1,20.72,2352,2,1,2,1,0,Test Case 1: Basic timer functionality
852,python,medium,1,27.71,2049,2,1,7,1,1,Test case 1: Valid URL with Firefox browser
853,python,hard,0,28.3,2699,3,1,4,1,1,Test Case 1: Left bumper pressed
854,python,hard,0,26.9,2459,6,1,2,1,0,Input:
855,python,hard,0,28.8,4140,9,1,2,1,0,Problem Description
856,python,hard,0,23.36,2434,2,2,2,0,1,Test Case 1: Default parameters
857,python,easy,1,19.0,2222,0,1,3,0,1,**Python Function: Bangazon Logout Message**
858,python,hard,0,24.25,2669,3,1,2,1,1,Test case 1: Basic movement
859,python,hard,0,29.34,3024,6,1,2,1,1,Class and Method Specifications:
860,python,hard,0,24.32,1809,4,1,2,1,1,Expected approximate values:
861,python,hard,0,20.0,1617,0,1,4,0,1,**Age Validation Problem**
862,python,easy,1,12.28,830,0,1,2,0,1,**Problem: Check if a Number is Odd**
863,python,hard,1,19.47,1901,0,2,2,0,1,**XML Article Search and Formatting**
864,python,hard,1,26.61,2586,2,1,4,1,1,Test case 1: Simple matrix multiplication
865,python,medium,1,16.86,1537,0,2,1,1,1,**Problem: Minimum Road Reorientations**
866,python,hard,0,19.97,1603,0,1,3,1,1,**Python Variable Name Validator**
867,python,hard,0,23.94,2484,4,1,2,1,0,Test case 1: Basic checkout
868,python,hard,0,18.87,1301,2,1,2,1,1,Test case 1: Simple tree with a valid path sum
869,python,hard,0,20.61,2286,2,1,2,1,0,Test Case 1: New database initialization
870,python,hard,0,40.64,2903,5,5,4,1,1,Functions to Implement:
871,python,medium,1,14.56,995,0,1,2,1,1,**Problem: LZW Compression Algorithm**
872,python,hard,0,25.34,1825,8,1,2,0,1,Functions to Implement:
873,python,hard,0,23.76,2073,6,1,1,0,1,Test case 1
874,python,hard,0,17.16,2316,0,1,2,0,1,**Problem: Parse Coupon Information from HTML**
875,python,hard,1,29.95,1650,6,1,6,1,0,Input:
876,python,easy,1,14.92,1391,0,1,3,1,0,**Problem Description:**
877,python,hard,0,14.4,1319,0,1,2,1,0,**Problem: Classify Numbers as Even or Odd**
878,python,hard,1,23.04,1946,4,1,2,1,0,The result should be a dictionary with:
879,python,easy,0,27.14,1705,6,1,2,1,1,Input/Output Specifications:
880,python,hard,0,21.35,1830,2,1,2,1,1,Test Case 1
881,python,hard,0,23.45,1168,4,2,3,0,1,Example 1
882,python,hard,0,16.68,2030,0,1,2,0,1,**Python Dictionary Method Demonstrator**
883,python,hard,0,18.67,1662,2,1,2,0,1,Test case 1: Simple horizontal line
884,python,hard,1,26.72,2650,17,1,2,0,1,Returns:
885,python,easy,1,19.29,1791,2,1,2,0,1,Test case 1 with default arrow properties
886,python,hard,1,21.44,1883,2,1,3,0,1,Test case 1: Base Program class
887,python,easy,1,15.27,944,0,1,2,1,1,**Problem: Check if a Number is Even or Odd**
888,python,hard,1,15.37,1182,0,1,3,1,0,**Problem: Check if a Value is a Signed 32-bit Integer**
889,python,easy,1,11.51,846,0,1,2,0,1,**Problem: Check if the Second Last Digit is Seven**
890,python,hard,1,28.08,2269,12,1,2,1,1,Create sample DataFrames for testing
891,python,hard,0,17.71,1687,0,1,3,0,1,**Problem: Generate HTML Small Tags**
892,python,hard,0,27.06,2618,5,2,2,1,0,Function Specifications
893,python,hard,0,24.19,1852,6,1,2,0,1,Assume the directory structure and files are created as follows:
894,python,easy,1,20.64,1646,2,1,2,1,1,Test Case 1: Simple insertion
895,python,hard,0,24.41,2763,3,1,2,1,1,Sample training data
896,python,hard,1,17.59,1612,0,1,2,1,1,**Character Classification Functions**
897,python,hard,0,18.45,1109,0,1,5,1,0,**Programming Problem: Counting Valid Combinations**
898,python,hard,0,27.07,2383,0,2,5,1,1,**HTML Element Extractor**
899,python,hard,0,18.34,1824,0,1,2,1,1,**Problem: Global Alignment Score Calculation**
900,python,hard,1,20.79,2094,0,1,3,1,1,**Python Programming Problem: JSON Filename and Content Handling**
901,python,hard,1,13.06,1236,0,1,2,1,0,**Problem: Find the Poisoned Prisoner**
902,python,easy,1,17.37,1484,0,1,2,1,1,**Problem: Key Deletion Performance Measurement**
903,python,easy,1,20.29,2091,2,1,2,1,0,Test Case 1: Basic dealing
904,python,medium,1,23.56,2857,2,1,3,1,0,Test Case 1: Successful registration
905,python,hard,0,23.14,2187,2,1,4,0,1,Test case 1: Basic summoner lookup
906,python,hard,1,21.62,1989,2,1,2,1,1,Test case 1: Straight path with no obstacles
907,python,hard,0,20.47,2324,3,1,2,0,1,Test Case 1: Search for 'Python'
908,python,easy,1,20.4,2761,0,1,3,1,0,**Python Programming Problem: Lecturer Management System**
909,python,hard,1,23.53,1939,8,1,1,1,1,Test Case 1
910,python,hard,1,16.04,1581,0,1,2,1,0,**Problem Description:**
911,python,medium,1,25.63,1696,7,1,2,1,0,Class Requirements:
912,python,hard,0,25.47,1902,0,2,4,1,1,**Python Programming Problem: Input Validation**
913,python,hard,0,21.47,1965,3,1,2,1,1,Test case with 2 features
914,python,hard,1,16.27,1300,0,1,2,1,1,**Programming Problem: Analyze the Last Digit of an Integer**
915,python,hard,0,20.18,1848,2,1,2,1,1,Test case 1: Simple linear range
916,python,easy,1,21.19,1736,2,1,3,1,1,Example 1
917,python,easy,1,24.0,2822,2,2,2,0,1,Test Case 1: Basic Sensor Data
918,python,hard,0,30.77,2983,3,1,13,1,1,Test case 1: Standard POST with URL and JSON
919,python,hard,0,19.48,2510,0,1,2,1,1,**Problem: Urban Dictionary Word Definition Parser**
920,python,easy,0,20.38,1366,2,2,3,0,1,Example 1
921,python,hard,1,15.27,1663,0,1,2,0,1,**Problem: Name Analysis**
922,python,easy,0,15.5,1078,0,1,2,1,1,**Problem: Check Frame Availability**
923,python,hard,1,14.1,961,0,1,2,1,1,**Problem: Check if a String is a Palindrome**
924,python,medium,1,16.69,1555,0,1,2,1,1,**Programming Problem: Generate Number Pattern**
925,python,medium,1,21.64,1645,0,1,4,1,1,**Python Programming Problem: Email Verification System**
926,python,easy,1,20.01,1628,2,2,2,0,1,Test case 1: Simple 2x2 grid with two adjacent positions
927,python,hard,0,23.63,2296,4,1,2,1,0,Test Case 1: Basic bounding box conversion
928,python,easy,1,22.34,2123,2,1,3,1,0,Test Case 1
929,python,easy,1,23.04,1641,2,1,3,1,1,Test case 1: Valid person creation
930,python,easy,1,20.88,2447,2,1,2,1,0,Test Case 1
931,python,medium,1,18.93,1340,0,2,2,1,1,**Problem: Maximize Minimum Sweetness**
932,python,hard,0,18.2,1739,0,1,2,1,1,**Python Programming Problem: User Authentication System**
933,python,hard,0,25.04,2724,2,2,2,1,1,Test case 1
934,python,hard,0,22.51,1928,4,1,2,0,1,Create sample CSV files in memory for testing
935,python,hard,0,27.13,1999,3,1,4,1,1,Test case 1: Create a directory
936,python,hard,0,30.42,1992,0,4,4,1,1,**Python Programming Problem: Driver's License Status Checker**
937,python,hard,0,32.71,2645,17,1,9,0,1,Initialize mock client
938,python,medium,1,20.71,1747,0,1,4,1,0,**Problem: URL Constructor**
939,python,hard,0,14.06,935,0,1,2,1,1,**Problem: Sum of Even Fibonacci Numbers**
940,python,easy,1,20.25,1648,2,1,2,1,1,"Test case 1: Normal case (32, 40)"
941,python,hard,0,13.43,1215,0,1,2,1,0,**Programming Problem: Find Numbers with Specific Remainders**
942,python,medium,1,18.82,2115,0,1,2,1,1,**Python Programming Problem: Attribute Management System**
943,python,easy,1,21.47,1901,2,1,2,1,1,Test case 1
944,shell,hard,1,26.43,1998,12,1,2,1,1,Output:
945,shell,easy,0,28.04,2241,13,1,2,1,1,Requirements:
946,python,hard,1,29.51,2944,3,1,5,1,1,"Test case for ""hm"""
947,shell,medium,1,18.69,1854,0,2,2,1,0,**Programming Problem: Monitor Position Finder**
948,shell,hard,0,16.45,1590,0,1,2,1,0,**Problem: Intcode Computer**
949,shell,hard,1,22.26,2375,2,1,2,1,1,Test Case 1: Generate PEM account (no password)
950,shell,hard,0,26.94,1586,0,5,2,1,1,**Problem: Calculate Memory Fragmentation**
951,python,hard,0,21.56,1478,0,2,3,1,1,**Programming Problem: Board State Mediator**
952,shell,medium,1,31.76,2978,4,2,4,1,0,Example 1
953,shell,hard,0,29.22,2052,6,2,2,1,0,Basic Python cache cleaning
954,shell,hard,0,18.18,1545,2,1,2,1,0,Test case 1: debian 10 x86_64
955,shell,medium,1,27.8,1797,8,1,3,1,0,Test case: already_on_master
956,shell,easy,1,18.18,1785,0,2,3,1,0,**Problem: Find Complementary DNA Sequences**
957,shell,hard,0,24.27,1780,0,3,2,1,1,**Problem: Javadoc Generator Shell Function**
958,shell,hard,1,17.92,1574,0,1,2,1,1,**Problem: File Type Classifier**
959,shell,hard,0,17.22,1390,0,1,3,1,1,Write a shell script function called `describe_kafka_topic` that retrieves and displays information about a Kafka topic or returns an error if the topic doesn't exist.
960,shell,easy,0,21.14,1464,2,1,3,1,1,Test case 1: Normal memory situation (should not drop caches)
961,shell,hard,0,22.58,2270,2,1,3,1,0,Test Case 1: Valid parameters
962,shell,easy,1,25.66,2617,3,2,2,1,0,"Expected output: cmake ""/src"" -DCMAKE_CXX_COMPILER=g++-6 -DCMAKE_C_COMPILER=gcc-6 -DPROMETHEUS_CPP_INCLUDE=""/prom/usr/local/include"" -DPROMETHEUS_CPP_LIB=""/prom/usr/local/lib/x86_64-linux-gnu/libprometheus-cpp.a"" -DPROTOBUF_INCLUDE_DIRS=""/proto/include/"" -DPROTOBUF_LIBRARIES=""/proto/lib/libprotobuf.so"""
963,shell,hard,0,27.67,2021,8,1,2,1,1,Ionic 1 project
964,shell,hard,0,27.95,2190,2,1,5,1,1,Test 1: Verify cleanup message
965,shell,easy,1,29.0,1917,10,2,2,1,0,Test Case 1
966,shell,easy,1,30.08,2268,13,1,3,1,1,Test Case 1: Stop instances in stack1-us-east1
967,shell,easy,1,17.03,1520,0,1,2,1,1,**Problem: Detect Overlapping Genomic Regions**
968,shell,hard,0,20.96,1596,0,2,2,1,1,**Problem: Calculate Video Bitrate**
969,shell,medium,1,22.95,1832,2,1,3,1,1,Test Case 1: Setup Java 8
970,shell,hard,0,16.63,1696,0,1,2,1,0,**Problem: Counting Pattern Matches in Sequencing Reads**
971,shell,easy,1,28.14,2304,3,1,5,1,0,Test CA certificate generation
972,shell,easy,1,22.63,2600,3,1,2,1,0,Test Case 1: All settings secure
973,shell,hard,0,24.48,1906,2,2,2,1,1,"Output: ""hisat2 -p 8 -x reference.fa -1 sample1_1 -2 sample1_2 | samtools sort -@8 -o output.bam"""
974,shell,medium,1,20.63,2296,2,1,2,1,0,Test TODO comments
975,shell,hard,0,34.5,2521,12,1,7,1,1,Requirements:
976,shell,easy,1,20.03,1996,0,2,2,1,1,**Shell Script Problem: Guess Feedback Function**
977,shell,medium,1,31.92,2770,2,2,11,1,1,Output: psql -h localhost -p 5432 -U admin -d mydb
978,shell,hard,0,24.51,1928,4,1,2,1,1,Master node check
979,shell,hard,0,29.34,1826,8,1,3,1,1,Test case 1: Build for iOS
980,shell,hard,1,23.05,1947,0,3,2,1,0,**Problem: Package Manager Build Script**
981,shell,easy,1,25.15,1588,4,1,3,1,1,Test case 1: Matching OUI
982,shell,easy,1,34.37,1841,13,2,4,1,1,Requirements:
983,shell,hard,0,28.52,2533,13,1,2,1,1,Test Case 1
984,shell,hard,0,18.42,1272,0,2,2,1,1,**Parallel Computation Problem**
985,shell,hard,0,35.8,3626,8,2,4,1,0,Test 1: Default setup
986,shell,medium,1,24.96,1893,3,1,3,1,1,Test case 1: Valid version
987,shell,hard,1,28.42,1872,4,1,4,1,1,Test Case 1
988,shell,hard,0,27.8,1798,7,1,3,1,0,Requirements:
989,shell,medium,1,41.72,2351,8,4,12,1,0,"Output: ""Initialized org: org1 with CA: rca.org1.example.com and MSP: org1MSP"""
990,shell,easy,1,25.9,2461,0,3,3,1,0,**Problem: Audio Profile Manager**
991,shell,hard,1,24.87,1784,5,2,2,1,0,Input Format
992,shell,hard,1,26.6,1623,3,1,5,1,0,Test case 1: Empty parameters
993,shell,hard,1,29.78,2090,6,1,3,1,1,Test Case 1: Normal operation
994,shell,medium,1,36.16,1957,10,2,5,1,1,Single vote example
995,shell,hard,0,23.46,1897,0,2,3,1,1,**Redis Cluster Configuration Generator**
996,shell,medium,1,28.95,1890,6,0,6,1,0,Example 1
997,shell,hard,0,24.72,1810,2,2,3,1,1,"Test case for ""arm"""
998,shell,medium,1,20.12,2472,0,2,2,1,0,**Problem: Authentication Protocol Agreement Calculator**
999,shell,medium,1,17.01,1267,0,1,2,1,1,**Problem: Version Comparison and Update**
1000,shell,hard,0,19.5,1619,0,2,2,1,0,**Problem: Simulating Level Progression in a Game**
1001,shell,hard,0,16.04,1401,0,1,2,1,1,**Problem: Git Version String Parser**
1002,shell,hard,0,27.9,2161,2,1,6,1,1,Successful operation
1003,shell,medium,1,19.98,1605,0,1,3,1,1,**Problem: PostgreSQL Parameter Validation**
1004,shell,hard,0,21.62,1991,2,1,2,1,1,Test Case 1: Single BAM file
1005,shell,easy,1,17.96,1295,0,1,3,1,0,Write a shell script function called `extract_features` that processes machine learning model parameters. The function should take the following parameters in order:
1006,shell,hard,0,30.16,2614,0,3,9,1,0,**Shell Script Problem: Hyperledger Fabric Channel Operations**
1007,shell,hard,0,18.03,1635,0,1,2,1,1,**Problem: Generate Maven Command Based on Parameters**
1008,shell,medium,1,23.54,1583,4,1,2,1,1,Test case 1: Valid but unsupported video file
1009,shell,medium,1,22.58,1906,0,3,2,1,0,**Problem: Detect Cinema 4D Version from Flags**
1010,shell,medium,1,31.08,3165,11,2,2,1,0,Requirements:
1011,shell,hard,0,32.07,2861,3,4,2,1,0,Test Case 1: Basic creation
1012,shell,easy,1,25.93,2180,2,1,4,1,1,Test Case 1: All variables present
1013,shell,hard,0,31.78,1966,6,2,3,1,1,Input/Output Format
1014,shell,medium,1,30.76,2975,4,3,2,1,0,Create temporary directory
1015,shell,hard,0,29.73,2056,6,1,3,1,1,Expected output:
1016,shell,medium,1,16.5,1983,0,2,2,1,0,Language Specification: Implement your solution in a shell script as a function named `get_pi_kernel_config`. Your solution must pass all the provided test cases.
1017,shell,hard,0,23.23,1155,4,1,3,1,1,Requirements:
1018,shell,medium,1,26.47,1903,4,1,3,1,1,Test Case 1: Valid inputs
1019,shell,hard,0,19.72,1813,2,1,2,1,1,Test Case 1: Single profile with one unencrypted instance
1020,shell,hard,0,27.48,1909,11,1,2,1,1,Input Format
1021,shell,hard,1,26.31,2107,6,1,2,1,0,Test Case 1: Simple water molecule
1022,shell,medium,1,24.54,1942,4,1,2,1,1,Create test files
1023,shell,hard,0,26.28,2086,0,6,2,1,0,**Shell Script Problem: Host Operation Processor**
1024,shell,hard,0,24.19,1736,4,1,2,1,1,Create test environment
1025,shell,medium,1,35.72,2354,6,2,7,1,0,Valid case
1026,shell,medium,1,23.75,2188,0,3,2,1,1,**Problem: PHP Extension Compatibility Checker**
1027,shell,easy,1,28.87,2742,5,2,2,1,0,Full cleanup sequence
1028,shell,hard,1,30.6,3720,6,2,2,1,0,Sample output from clean_console_groups
1029,shell,medium,1,33.62,2593,7,2,3,1,1,Create test files
1030,shell,medium,1,25.89,2154,2,1,4,1,1,Test Ubuntu case
1031,shell,hard,0,25.99,1912,0,6,2,1,0,**Problem: Calculate Grid Window Positions**
1032,shell,hard,0,27.67,2623,2,2,3,1,1,Output: MODIFY
1033,shell,hard,0,17.61,1625,0,1,2,1,1,**Problem: Model Checker Simulation**
1034,shell,hard,0,16.45,1412,0,1,2,1,1,**Problem: Find Security Groups Containing an IP Address**
1035,shell,hard,0,20.19,1612,0,2,2,1,1,**Shell Script Problem: Calculate Weighted Average**
1036,shell,hard,0,36.88,2151,7,2,5,1,1,Requirements:
1037,shell,hard,0,22.1,2282,0,2,2,1,1,**Problem: Harmony Node Status Checker**
1038,shell,hard,0,20.23,2060,0,2,2,1,0,**Database User Creation Script**
1039,shell,medium,1,24.61,1624,2,1,4,1,1,Test Case 1: Basic container setup
1040,shell,medium,1,31.32,2651,8,2,2,1,1,Test 1: Simple matching output
1041,shell,hard,0,18.02,1629,0,1,2,1,1,**Git Version String Formatter**
1042,shell,hard,0,37.64,2602,12,4,2,1,1,Output:
1043,shell,hard,0,27.07,1662,2,1,6,1,1,Test Case 1: Standard deployment
1044,shell,hard,1,20.13,1699,0,1,3,1,1,**Programming Problem: Threshold Mask Filter**
1045,shell,hard,0,33.16,1718,0,6,5,1,1,**Shell Script Testing Framework**
1046,shell,hard,0,25.71,2046,2,1,4,1,1,Test case 1: Normal sync with timeout (expected exit code 125)
1047,shell,hard,1,26.81,2107,6,2,1,1,1,Robot Movement Simulation
1048,shell,medium,0,22.42,1513,2,1,3,1,1,Test case 1: amd64 with various tags (should pass)
1049,shell,hard,0,21.81,2107,2,1,2,1,1,Test 1: Valid VP8 encoding
1050,shell,hard,0,30.99,2212,3,2,9,1,0,Test Case 1: Build operation
1051,shell,easy,1,22.33,1818,1,1,4,1,0,Example test case
1052,shell,hard,0,29.13,1699,0,4,3,1,1,Write a shell script function called `calculate_nmf_resources` that calculates and recommends Spark cluster resource configurations for Non-Negative Matrix Factorization (NMF) operations based on matrix dimensions and rank.
1053,shell,hard,1,34.26,2375,15,1,7,1,1,Test case 1: valid repository
1054,shell,medium,1,23.28,2087,3,1,2,1,1,Test 1: Adding a new Yakuake session
1055,shell,hard,0,30.3,1799,4,1,5,1,1,Valid inputs
1056,shell,hard,1,31.26,1777,0,4,4,1,1,**Shell Script Testing Framework**
1057,shell,easy,1,24.24,2666,2,2,2,1,0,Output: ?       unversioned_file.txt
1058,shell,easy,1,26.88,2450,4,2,2,1,0,Valid case (should return success)
1059,shell,hard,0,37.65,2609,10,2,6,1,1,Example 1: List available versions
1060,shell,hard,0,27.19,2034,3,1,4,1,1,Test Case 1: Basic build
1061,shell,medium,1,37.33,2417,3,7,5,1,0,Test 1: Start LDF server
1062,shell,hard,0,26.75,2367,0,6,2,1,0,**Shell Scripting: Population Genetics Simulation Command Generator**
1063,shell,hard,1,18.7,2039,2,0,2,1,1,Test process_window_title
1064,shell,medium,1,28.52,1634,8,2,2,1,0,Input Format:
1065,shell,hard,1,21.56,2436,0,2,2,1,1,**Shell Script Problem: Deployment and Endpoint Availability Checker**
1066,shell,hard,1,29.38,1970,11,2,2,1,1,Directory structure contains:
1067,shell,medium,1,23.32,1694,12,0,2,1,1,Requirements:
1068,shell,hard,0,26.29,2095,2,1,6,1,0,Test case 1: project_servicegroup.example_123
